symbol,sector,last_price,eps_ttm,g_base,fcf_ttm,fcf_mode,terminal_method,exit_multiple_used,shares,equity_last,roe_ttm,ebitda_ttm,net_debt,minority_interest,model,coe,wacc,terminal_pe_used,intrinsic,intrinsic_s_bull,intrinsic_s_base,intrinsic_s_bear,upside_pct,flags
B,Industrials,0.029999999329447746,0.0,0.0,-29983670.82,fcff,exit,8.0,8074009105.0,,,-487833584.74,1649375000.0,633177000.0,fcf_dcf,0.08,0.08,,-0.6616041792168592,-0.7070050876094095,-0.6616041792168592,-0.6162032708243089,-2305.3473133495513,
B-WORK,Unknown,4.08,0.362896,0.3,,fcff,exit,8.0,368800000.0,,,297024242.0,571585000.0,,fcf_dcf,0.1,0.09120000000000002,,,,,,,no_intrinsic
B52,Real Estate,0.25999999046325684,-0.055999999999999994,-0.3,,fcff,exit,8.0,1006280196.0,,,-47378436.0,-24022928.0,1124263.0,fcf_dcf,0.08,0.08,,,,,,,no_intrinsic
BA,Industrials,17.299999237060547,2.5,-0.3,4892630507.0,fcff,exit,8.0,2074300000.0,,,8070891871.0,14833658000.0,56276000.0,fcf_dcf,0.08,0.08,,26.17880520859461,29.102500060002864,26.178805208594614,23.255110357186354,51.32258013349292,
BAFS,Industrials,9.25,0.54,-0.3,749373801.0,fcff,exit,8.0,637496153.0,,,1800513321.0,12417246000.0,1021097000.0,fcf_dcf,0.08,0.08,,0.8657896977330095,2.988060757394806,0.8657896977330088,-1.2564813619287851,-90.64011137585935,
BAM,Financial Services,6.449999809265137,0.6000000000000001,-0.02996041354672907,7933346000.0,fcff,exit,8.0,3232042300.0,,,4805518000.0,84764229000.0,,fcf_dcf,0.1,0.09120000000000002,,-7.6680888753549405,-6.607023251694159,-7.6680888753549405,-8.729154499015722,-218.88510235829887,
BANPU,Energy,5.25,0.0,0.0,-197829000.0,fcff,exit,8.0,10018902730.0,,,1196911000.0,5662423000.0,1491194000.0,fcf_dcf,0.08,0.08,,-0.07930676066611671,0.010461700294383256,-0.07930676066611671,-0.16907522162661667,-101.5106049650689,
BAREIT,Real Estate,11.199999809265137,0.860653,-0.088831510398516,,fcff,exit,8.0,1033000000.0,,,1103062057.0,3884935000.0,,fcf_dcf,0.08,0.08,,,,,,,no_intrinsic
BAY,Financial Services,38.0,4.51,-0.14618110294304487,68405870000.0,fcff,exit,8.0,7355761773.0,,,,312511188000.0,26415757000.0,fcf_dcf,0.08,0.08,,,,,,,no_intrinsic
BBGI,Basic Materials,3.7799999713897705,0.3,-0.3,914573408.0,fcff,exit,8.0,1446000000.0,,,1002935935.0,1522540000.0,54297000.0,fcf_dcf,0.08,0.08,,5.7517564668293115,6.272935553762756,5.7517564668293115,5.230577379895867,52.16287064453593,
