symbol,sector,last_price,intrinsic_value,margin_%,dividend_ttm,dividend_yield_%,total_return_with_div_%,pt_mean,pt_median,pt_high,pt_low,pt_count,rec_mean,last_update,source
INTU,Technology,662.4099731445312,189.7322192286237,-71.35728220878914,4.32,0.6521640940115223,-92.6554469576866,807.12067,820.5,971.0,600.0,30.0,1.69697,1970-01-01,yfinance.info/recommendations
INVA,Healthcare,22.25,,,1.0,4.49438202247191,-73.69441260182174,36.4,35.0,55.0,18.0,5.0,2.25,1970-01-01,yfinance.info/recommendations
INVE,Industrials,3.75,-2.753347477047677,-173.42259938793808,,,,5.33333,5.0,6.0,5.0,3.0,1.0,1970-01-01,yfinance.info/recommendations
INVH,Real Estate,28.38999938964844,4.512501463057757,-84.10531327907282,1.16,4.085945843390751,-80.01936743568207,35.38636,35.5,41.0,30.0,22.0,2.125,1970-01-01,yfinance.info/recommendations
IONQ,Technology,47.18000030517578,-6.821358162996049,-114.45815625026125,,,,75.17,71.0,100.0,55.0,9.0,1.55556,1970-01-01,yfinance.info/recommendations
IOVA,Healthcare,2.470000028610229,-8.969852890124313,-463.15193466500864,,,,7.75,7.0,17.0,1.5,10.0,2.18182,,yfinance.info/recommendations
IP,Consumer Cyclical,37.34999847412109,4.801587036630932,-87.14434475825257,1.852,4.958500871916248,-82.18584388633633,47.16364,47.0,57.8,34.0,11.0,2.0,1970-01-01,yfinance.info/recommendations
IPG,Communication Services,24.790000915527344,21.76256669753937,-12.212319911984048,1.32,5.324727516138215,-6.887592395845833,33.0625,35.0,39.0,25.0,8.0,2.22222,1970-01-01,yfinance.info/recommendations
IPI,Basic Materials,26.200000762939453,27.9116458879314,6.532996470034881,7.5,28.62595336489049,35.158949834925366,23.0,23.0,23.0,23.0,1.0,5.0,1970-01-01,yfinance.info/recommendations
IQV,Healthcare,220.6100006103516,78.8914270723397,-64.23941487055238,,,,247.5,250.0,268.0,200.0,20.0,1.54167,1970-01-01,yfinance.info/recommendations
IR,Industrials,75.47000122070312,26.6338877964487,-64.70930519987533,0.08,0.106002383339109,-64.60330281653623,88.13333,88.0,100.0,75.0,15.0,2.0625,1970-01-01,yfinance.info/recommendations
IRM,Real Estate,91.37000274658205,1.7505103853516275,-98.08415198343954,3.0700000000000003,3.359964876563214,-94.72418710687631,116.72727,123.0,140.0,44.0,11.0,1.72727,1970-01-01,yfinance.info/recommendations
IROQ,Financial Services,25.770000457763672,5.311677333650271,-79.38813644044761,0.4,1.5521924442942447,-77.83594399615339,,,,,,,,yfinance.info/recommendations
ISBA,Financial Services,40.9900016784668,7.757704452151321,-81.07415434377339,1.12,2.7323736378092605,-78.34178070596413,38.5,38.5,38.5,38.5,1.0,,1970-01-01,yfinance.info/recommendations
ISPC,Healthcare,0.628000020980835,-6.575730976566407,-1147.0908848531842,,,,,,,,,,,yfinance.info/recommendations
ISRG,Healthcare,549.510009765625,77.69667518232559,-85.86073523656749,,,,592.9559,603.0,700.0,378.0,29.0,2.0,1970-01-01,yfinance.info/recommendations
IT,Technology,231.02999877929688,151.64552138135684,-34.361112330600875,1.195,0.5172488448747231,116.55132432500864,284.27274,263.0,457.0,218.0,11.0,2.53846,1970-01-01,yfinance.info/recommendations
ITGR,Healthcare,69.48999786376953,27.29039322463132,-60.72759524596288,,,,84.85714,87.0,95.0,69.0,7.0,2.4,1970-01-01,yfinance.info/recommendations
ITRI,Technology,98.45999908447266,75.81163937005813,-23.002599964462338,,,,140.4,143.0,155.0,118.0,10.0,1.63636,1970-01-01,yfinance.info/recommendations
ITT,Industrials,184.67999267578125,79.2721793913673,-57.07592455316196,1.372,0.7429066788023122,-56.33301787435965,208.90909,215.0,225.0,152.0,11.0,1.53846,1970-01-01,yfinance.info/recommendations
ITW,Industrials,243.97000122070312,104.06389246757033,-57.34561956515679,6.11,2.504406266929801,84.18152959292766,259.0,262.5,298.0,215.0,16.0,3.33333,1970-01-01,yfinance.info/recommendations
IVF,Healthcare,0.4819999933242798,-29.779419243138307,-6278.302833108821,,,,,,,,,,,yfinance.info/recommendations
IVP,Consumer Cyclical,0.7829999923706055,-30.65916693917024,-4015.602456948531,,,,,,,,,,,yfinance.info/recommendations
IVT,Real Estate,28.1299991607666,5.419766124105717,-80.73314509136297,0.94,3.3416282546891587,-31.301154367147443,31.66667,31.5,33.0,30.0,6.0,1.85714,1970-01-01,yfinance.info/recommendations
IVZ,Financial Services,23.520000457763672,4.435036190121024,-81.14355398042915,0.835,3.5501699989311706,15.812759284608113,26.34615,26.0,32.0,22.0,13.0,2.57143,1970-01-01,yfinance.info/recommendations
IZEA,Communication Services,5.21999979019165,-1.8535798496004632,-135.50919394830873,,,,10.0,10.0,10.0,10.0,1.0,,1970-01-01,yfinance.info/recommendations
J,Industrials,154.41000366210938,37.85395239635916,-75.48477980792372,0.956832,0.619669695814402,21.770849217972383,159.68822,160.5,182.0,132.63493,14.0,1.9375,1970-01-01,yfinance.info/recommendations
JAKK,Consumer Cyclical,16.65999984741211,12.890282908992283,-22.627352778790076,0.75,4.501800761519824,-18.12555201727025,28.5,28.5,30.0,27.0,2.0,,1970-01-01,yfinance.info/recommendations
JAMF,Technology,12.859999656677246,2.601886999761528,-79.76759666233302,,,,12.7625,13.0,18.0,10.0,8.0,2.8,1970-01-01,yfinance.info/recommendations
JBHT,Industrials,162.80999755859375,108.40780082852532,-33.41453076951837,1.76,1.081014695898262,-67.89074186099576,165.56522,170.0,186.0,133.0,23.0,2.0,1970-01-01,yfinance.info/recommendations
JBI,Industrials,5.920000076293945,7.324730280921182,23.728550448036984,,,,9.3,9.0,12.0,7.0,5.0,2.0,1970-01-01,yfinance.info/recommendations
JBL,Technology,201.8699951171875,118.49298146030448,-41.302331041560606,0.24,0.1188883963962438,-41.18344264516436,247.375,253.5,267.0,205.0,8.0,,1970-01-01,yfinance.info/recommendations
JBLU,Industrials,4.190000057220459,-24.18208130324505,-677.1379707160871,,,,4.54231,4.55,8.0,3.0,13.0,3.6,1970-01-01,yfinance.info/recommendations
JBTM,Industrials,134.6999969482422,-0.1902912525188434,-100.14127042080926,0.4,0.2969562056884812,-99.84431421512078,155.25,167.0,177.5,100.0,6.0,2.0,1970-01-01,yfinance.info/recommendations
JJSF,Consumer Defensive,83.08999633789062,68.0076103802106,-18.151867399712685,3.14,3.77903494811938,53.0789408888965,125.0,125.0,150.0,100.0,2.0,,1970-01-01,yfinance.info/recommendations
JKHY,Technology,164.02000427246094,92.93143954717551,-43.34139914250766,2.29,1.3961711622662678,-80.1723098859855,179.16667,175.0,208.0,164.0,12.0,2.4375,1970-01-01,yfinance.info/recommendations
JNJ,Healthcare,195.92999267578125,120.58580291606788,-38.45464838269584,5.08,2.592762818302261,-78.67679852474163,200.82375,204.5,230.0,155.0,24.0,2.16,1970-01-01,yfinance.info/recommendations
JOE,Real Estate,57.16999816894531,5.686754473134412,-90.05290422376915,0.5800000000000001,1.014518136393881,-89.03838608737527,,,,,,,,yfinance.info/recommendations
JPM,Financial Services,303.6099853515625,142.32900666445695,-53.121104861011624,5.55,1.828003118399886,-51.29310174261174,327.69565,338.0,370.0,250.0,23.0,2.28,1970-01-01,yfinance.info/recommendations
JRSH,Consumer Cyclical,3.220000028610229,1.5916226251967935,-50.57072636475264,0.2,6.211180069036247,3.0759409780965448,4.5,4.5,5.0,4.0,2.0,1.0,1970-01-01,yfinance.info/recommendations
JSPR,Healthcare,1.6799999475479126,-28.743039735613458,-1810.8952757746276,,,,20.16667,17.0,51.0,4.0,6.0,1.71429,1970-01-01,yfinance.info/recommendations
JYNT,Healthcare,8.220000267028809,1.715128466232796,-79.13469086963005,,,,10.75,10.0,14.0,9.0,4.0,2.2,1970-01-01,yfinance.info/recommendations
K,Consumer Defensive,83.31999969482422,28.66872350926742,-65.59202638709527,2.29,2.748439760426755,72.23949990403763,83.39286,83.5,83.5,83.0,14.0,3.0,1970-01-01,yfinance.info/recommendations
KAR,Consumer Cyclical,25.68000030517578,22.59508364285,-12.012915208976922,0.702475,2.735494515778556,-81.62302296484205,31.8125,32.25,35.0,28.0,8.0,2.22222,1970-01-01,yfinance.info/recommendations
KBR,Industrials,42.06999969482422,39.5165077765266,-6.069626662278696,0.645,1.533159031801355,-46.20526951271117,57.14286,61.0,65.0,45.0,7.0,1.875,1970-01-01,yfinance.info/recommendations
KD,Technology,25.71999931335449,28.48727702337543,10.759244882965838,,,,39.5,37.5,55.0,28.0,4.0,1.75,1970-01-01,yfinance.info/recommendations
KDP,Consumer Defensive,27.1299991607666,8.258436046028656,-69.55976298749248,0.92,3.391080090155093,-66.16868289733739,35.4375,35.0,42.0,30.0,16.0,,1970-01-01,yfinance.info/recommendations
KELYA,Industrials,8.34000015258789,-2.844371254417174,-134.10517029228794,0.3,3.597122236345648,-130.50804805594228,17.66667,17.0,20.0,16.0,3.0,2.0,1970-01-01,yfinance.info/recommendations
KEY,Financial Services,17.6200008392334,35.206563444275304,99.81022569467171,0.82,4.653802275503615,104.46402797017532,21.50952,20.0,43.0,18.0,21.0,2.17391,1970-01-01,yfinance.info/recommendations
KEYS,Technology,179.05999755859375,76.65891377830535,-57.18814094520454,,,,193.42857,192.5,220.0,157.0,14.0,1.78571,1970-01-01,yfinance.info/recommendations
KFFB,Financial Services,4.139999866485596,0.2125398480041457,-94.86618708071195,0.4,9.661836060385092,-85.20435102032685,,,,,,,,yfinance.info/recommendations
KFRC,Industrials,29.799999237060547,27.2787816250711,-8.460462001804189,1.5500000000000005,5.201342415043938,122.65395030286837,36.875,36.0,41.0,34.5,4.0,2.33333,1970-01-01,yfinance.info/recommendations
KFS,Consumer Cyclical,12.630000114440918,,,0.656,5.193982534093101,,,,,,,,,yfinance.info/recommendations
KFY,Industrials,65.0,71.73274024601197,10.358061916941494,1.81,2.7846153846153845,-33.853431913490034,83.75,84.5,88.0,78.0,4.0,,1970-01-01,yfinance.info/recommendations
KGC,Basic Materials,25.440000534057617,25.546022714171595,0.41675384390044257,0.12,0.4716981033052687,-80.09269333074401,26.55,30.0,36.0,8.0,10.0,1.88235,1970-01-01,yfinance.info/recommendations
KGEI,Energy,4.010000228881836,4.922298796269447,22.750586416849163,,,,7.0,7.0,7.0,7.0,1.0,0.0,1970-01-01,yfinance.info/recommendations
KHC,Consumer Defensive,24.850000381469727,-26.978073943737485,-208.56367617545243,1.6,6.438631691905712,-202.12504448354676,27.13158,26.0,51.0,24.0,19.0,2.95,1970-01-01,yfinance.info/recommendations
KIDS,Healthcare,16.709999084472656,-10.775800690752806,-164.48714111998933,,,,24.14286,23.0,34.0,19.0,7.0,,1970-01-01,yfinance.info/recommendations
KIDZ,Consumer Defensive,0.4269999861717224,,,,,,,,,,,,,yfinance.info/recommendations
KIM,Real Estate,20.420000076293945,11.133885096654836,-45.47558738953961,1.0,4.89715962910756,-40.57842776043205,24.36364,23.0,30.0,22.0,22.0,2.32,1970-01-01,yfinance.info/recommendations
KINS,Financial Services,14.369999885559082,7.757704452151321,-46.0145823665085,0.1,0.6958942296199565,-45.31868813688854,22.0,22.0,22.0,22.0,1.0,,1970-01-01,yfinance.info/recommendations
KITT,Industrials,1.309999942779541,-131.82311450111524,-10162.833607566017,,,,,,,,,,,yfinance.info/recommendations
KKR,Financial Services,119.91999816894533,41.07234174847509,-65.75021483021398,0.5449999999999999,0.4544696533702367,-111.85426378905524,157.1421,154.0,205.0,139.0,19.0,1.57143,1970-01-01,yfinance.info/recommendations
KLAC,Technology,1134.3199462890625,300.6254573354449,-73.49729603901054,7.199999999999999,0.6347415492035436,-89.28231103878659,1287.2693,1290.0,1500.0,1000.0,26.0,2.32143,1970-01-01,yfinance.info/recommendations
KLIC,Technology,37.15999984741211,,,0.82,2.2066738519028983,-89.53594818952855,41.6,40.0,55.0,35.0,5.0,,1970-01-01,yfinance.info/recommendations
KLRS,Healthcare,5.460000038146973,,,,,,17.4,20.0,23.0,3.0,5.0,1.6,1970-01-01,yfinance.info/recommendations
KMB,Consumer Defensive,104.0199966430664,60.70708999143874,-41.63901946685435,5.0,4.806768084368403,173.41948290226952,128.625,129.5,162.0,100.0,16.0,2.61111,1970-01-01,yfinance.info/recommendations
KMI,Energy,27.420000076293945,8.915036251877279,-67.48710347530303,1.1669999999999998,4.256017493628432,-38.81641714665369,31.15,31.0,38.0,25.0,20.0,1.95238,,yfinance.info/recommendations
KMT,Industrials,26.899999618530277,19.45850463170116,-27.66355052920887,0.8,2.973977737341356,79.84824636302227,24.5,25.0,28.0,20.0,8.0,3.44444,1970-01-01,yfinance.info/recommendations
KNF,Basic Materials,69.62000274658203,20.333688245888005,-70.79332455658904,,,,98.22222,95.0,120.0,75.0,9.0,1.33333,1970-01-01,yfinance.info/recommendations
KO,Consumer Defensive,71.16000366210938,22.91261670373672,-67.80127104471045,2.015,2.8316468469673906,-82.13485334181077,79.13043,80.0,85.0,72.0,23.0,1.58333,1970-01-01,yfinance.info/recommendations
KOD,Healthcare,19.51000022888184,-20.22829204590545,-203.68165970577633,,,,20.71429,24.0,40.0,2.0,7.0,2.125,1970-01-01,yfinance.info/recommendations
KOPN,Technology,2.559999942779541,-0.3351870821429409,-113.09324568886548,,,,4.85,5.5,6.0,3.25,5.0,1.0,1970-01-01,yfinance.info/recommendations
KR,Consumer Defensive,66.70999908447266,55.52284866943377,-16.769825466303736,1.34,2.008694376240663,-77.06972933262608,76.04545,75.5,85.0,65.0,22.0,2.12,1970-01-01,yfinance.info/recommendations
KRMD,Healthcare,4.320000171661377,-0.6333403296560998,-114.6606551965143,,,,5.5625,5.625,7.0,4.0,4.0,1.5,1970-01-01,yfinance.info/recommendations
KRNY,Financial Services,6.46999979019165,1.6280128584175697,-74.83751296428797,0.44,6.8006184585512415,-68.03689450573673,7.25,7.25,7.5,7.0,2.0,,1970-01-01,yfinance.info/recommendations
KRO,Basic Materials,4.730000019073486,-2.0607092515178187,-143.5667916111652,0.2,4.228329792674632,-139.33846181849057,6.75,6.75,7.5,6.0,2.0,,1970-01-01,yfinance.info/recommendations
KRRO,Healthcare,6.070000171661377,-69.06131856734305,-1237.7482144031103,,,,93.875,87.5,180.0,25.0,8.0,1.33333,1970-01-01,yfinance.info/recommendations
KRYS,Healthcare,206.16000366210935,71.06198397944448,-65.53066418454613,,,,219.5,216.5,255.0,189.0,10.0,1.27273,1970-01-01,yfinance.info/recommendations
KSS,Consumer Cyclical,16.75,18.019219568538904,7.577430259933758,0.875,5.223880597014925,-60.80366168139152,15.60769,16.0,40.0,4.5,13.0,3.2,1970-01-01,yfinance.info/recommendations
KT,Communication Services,18.100000381469727,52051.93785040696,287479.76106838253,0.6,3.314917057207708,287483.07598543976,22.18881,22.18881,22.37762,22.0,2.0,1.5,1970-01-01,yfinance.info/recommendations
KTOS,Industrials,72.44999694824219,3.361686754085937,-95.35999048214245,,,,100.0,97.5,125.0,80.0,14.0,1.57143,1970-01-01,yfinance.info/recommendations
KTTA,Healthcare,0.7179999947547913,,,,,,,,,,,,,yfinance.info/recommendations
KURA,Healthcare,11.204999923706056,-9.7543459409153,-187.05351189051186,,,,31.6,29.0,76.0,11.0,10.0,1.42857,1970-01-01,yfinance.info/recommendations
KVHI,Communication Services,5.760000228881836,4.523879581984457,-21.460427044763186,,,,,,,,,,1970-01-01,yfinance.info/recommendations
KVUE,Consumer Defensive,16.65999984741211,8.673160496561552,-47.940212629060724,0.826,4.957983238687167,-66.45406809589147,19.33333,18.5,23.0,17.0,12.0,2.64286,1970-01-01,yfinance.info/recommendations
L,Financial Services,104.41000366210938,24.442082520476767,-76.59028669362374,0.252,0.2413561834702352,-76.34893051015351,,,,,,,,yfinance.info/recommendations
LAD,Consumer Cyclical,293.9800109863281,-37.728693268624426,-112.83376143229651,2.18,0.7415470163042424,-112.09221441599227,390.13333,400.0,465.0,310.0,15.0,1.66667,1970-01-01,yfinance.info/recommendations
LARK,Financial Services,27.100000381469727,11.782529346202278,-56.52203254484503,0.84,3.0996309526784,-53.42240159216664,,,,,,,,yfinance.info/recommendations
LASE,Industrials,3.059999942779541,-2.650870503873503,-186.62975664847866,,,,,,,,,,,yfinance.info/recommendations
LAW,Technology,6.860000133514404,-4.891982025549582,-171.31168994662102,,,,7.08,7.0,10.0,4.4,5.0,2.6,1970-01-01,yfinance.info/recommendations
LAZ,Financial Services,49.470001220703125,102.94173704476856,108.0892146848939,2.0,4.042854155344154,-29.314919599138875,58.16667,60.0,65.0,46.0,6.0,,1970-01-01,yfinance.info/recommendations
LBRDK,Communication Services,47.0099983215332,42.66137746390006,-9.250416960004937,,,,99.0,99.0,115.0,83.0,2.0,,1970-01-01,yfinance.info/recommendations
LBRT,Energy,15.920000076293944,25.387437332034143,59.46882669829828,0.32,2.0100502416234507,61.47887693992173,16.92308,16.0,21.0,13.0,13.0,2.30769,1970-01-01,yfinance.info/recommendations
LBRX,Healthcare,14.90999984741211,-9.188668014382737,-161.62755270569363,,,,46.33333,34.0,78.0,27.0,3.0,1.33333,1970-01-01,yfinance.info/recommendations
LCNB,Financial Services,15.850000381469728,6.072555528278093,-61.6873477468333,0.88,5.552050339562201,-56.135297407271096,16.75,16.75,17.0,16.5,2.0,,1970-01-01,yfinance.info/recommendations
LCUT,Consumer Cyclical,3.220000028610229,-5.049525037901558,-256.81754636756835,0.172,5.341614859371171,-251.47593150819716,5.5,5.5,7.0,4.0,2.0,1.0,1970-01-01,yfinance.info/recommendations
LDI,Financial Services,2.549999952316284,,,0.32,12.549019842503489,,2.5,3.0,3.0,1.5,3.0,3.5,1970-01-01,yfinance.info/recommendations
LDOS,Technology,191.41000366210935,122.71505779373403,-35.88890055591899,1.6,0.8359019744989057,-61.29358505100095,218.08333,220.0,235.0,178.0,12.0,2.0,1970-01-01,yfinance.info/recommendations
LEE,Communication Services,4.190000057220459,-58.87820649788336,-1505.2077731221248,7.6,181.38424573296183,-1323.8235273891628,,,,,,,,yfinance.info/recommendations
LEN,Consumer Cyclical,121.11000061035156,51.51877144635967,-57.46117481073133,2.0,1.651391288845436,-55.80978352188589,127.5,125.5,161.0,92.0,14.0,2.63158,1970-01-01,yfinance.info/recommendations
LENZ,Healthcare,25.600000381469727,-17.207150781094924,-167.21543173706405,14.42,56.32812416064554,-110.88730757641852,53.5,54.0,62.0,36.0,8.0,1.28571,1970-01-01,yfinance.info/recommendations
LESL,Consumer Cyclical,2.990000009536743,-93.03626595339358,-3211.580791192311,,,,9.34444,7.0,20.0,5.0,9.0,,1970-01-01,yfinance.info/recommendations
LEVI,Consumer Cyclical,21.40999984741211,11.571881058064584,-45.95104558366771,0.54,2.52218591241733,-74.90456182358393,26.78571,27.0,33.0,20.0,14.0,1.71429,1970-01-01,yfinance.info/recommendations
LFMD,Healthcare,4.630000114440918,1.79006762924171,-61.33763315343105,,,,12.875,12.5,18.0,8.0,8.0,,1970-01-01,yfinance.info/recommendations
LFST,Healthcare,6.400000095367432,1.4863910553087982,-76.7751401068774,,,,8.5,8.25,10.0,6.5,8.0,1.33333,1970-01-01,yfinance.info/recommendations
LFT,Real Estate,1.4900000095367432,8.868256051457527,495.1849660869977,0.35,23.489932735558757,518.6748988225564,,,,,,3.0,1970-01-01,yfinance.info/recommendations
LFVN,Consumer Defensive,6.619999885559082,10.078488245807357,52.24302749298603,0.1699999999999999,2.567975875208688,40.58475613952936,17.0,17.0,17.0,17.0,1.0,1.0,1970-01-01,yfinance.info/recommendations
LGIH,Consumer Cyclical,48.77999877929688,-78.20479209574576,-260.3214310225389,,,,76.16667,85.0,95.0,48.5,3.0,3.0,1970-01-01,yfinance.info/recommendations
LGND,Healthcare,200.8600006103516,19.175581317483168,-90.45326035088395,9.357455,4.658695096866266,-85.79456525401768,228.125,225.5,275.0,175.0,8.0,1.33333,1970-01-01,yfinance.info/recommendations
LH,Healthcare,266.8900146484375,138.63242465907436,-48.056346416073765,2.88,1.079096197657937,-85.9354521165788,299.52942,303.0,342.0,260.0,17.0,1.63158,1970-01-01,yfinance.info/recommendations
LHAI,Real Estate,11.18000030517578,0.0909074967867406,-99.1868739328687,,,,,,,,,,,yfinance.info/recommendations
LHX,Industrials,289.3900146484375,106.86740544407176,-63.071495202106895,4.76,1.6448390611482009,-72.97940944089784,336.6111,346.5,369.0,279.0,18.0,1.65,1970-01-01,yfinance.info/recommendations
LIF,Technology,70.05999755859375,6.475648810926151,-90.75699538026628,,,,100.35,97.9,115.0,92.0,8.0,1.375,1970-01-01,yfinance.info/recommendations
LII,Industrials,471.5,215.8623189538628,-54.21795992494957,4.9,1.039236479321315,-69.755879189004,572.93335,560.0,700.0,475.0,15.0,2.57895,1970-01-01,yfinance.info/recommendations
LILA,Communication Services,8.170000076293945,-11.164219155898763,-236.6489480005372,,,,11.63333,12.0,14.9,8.0,3.0,1.66667,1970-01-01,yfinance.info/recommendations
LILAK,Communication Services,8.25,-11.287353886841403,-236.81641074959273,,,,8.85,8.85,9.5,8.2,2.0,2.0,1970-01-01,yfinance.info/recommendations
LIN,Basic Materials,423.3900146484375,166.72220427233344,-60.62207456385775,5.89,1.391152317300343,-59.230922246557405,505.6087,516.0,560.0,381.0,23.0,1.52,1970-01-01,yfinance.info/recommendations
LIND,Consumer Cyclical,11.9399995803833,2.174901653128423,-81.78474263347836,,,,16.33333,16.0,20.0,13.0,3.0,1.66667,1970-01-01,yfinance.info/recommendations
LINE,Real Estate,33.40999984741211,,,2.112,6.321460669397736,-118.18016208242511,45.05556,42.5,70.0,38.0,18.0,2.63158,1970-01-01,yfinance.info/recommendations
LITS,Healthcare,2.0199999809265137,,,1.75,86.63366418435942,,,,,,,,,yfinance.info/recommendations
LIXT,Healthcare,4.190000057220459,,,,,,,,,,,,,yfinance.info/recommendations
LKFN,Financial Services,58.220001220703125,28.968449102552118,-50.243132093492825,2.0,3.435245548034782,-46.80788654545806,66.8,67.0,68.0,65.0,5.0,,1970-01-01,yfinance.info/recommendations
LKQ,Consumer Cyclical,30.549999237060547,28.10140046998242,-8.015053447555262,0.8999999999999999,2.945990253604327,0.9928955112978426,41.5,42.0,50.0,33.0,7.0,1.875,1970-01-01,yfinance.info/recommendations
LLY,Healthcare,1025.280029296875,163.67767390943192,-84.0358078542035,6.0,0.5852059757873885,-92.35279735164823,1003.14886,1000.0,1500.0,770.0,27.0,1.76667,1970-01-01,yfinance.info/recommendations
LLYVA,Communication Services,80.44499969482422,,,,,,116.0,116.0,116.0,116.0,1.0,,1970-01-01,yfinance.info/recommendations
LMAT,Healthcare,88.44000244140625,27.933760463702967,-68.41501617753822,0.76,0.8593396415875489,-89.84825055595334,104.33333,108.0,120.0,90.0,9.0,2.09091,1970-01-01,yfinance.info/recommendations
LMB,Industrials,71.12000274658203,35.848172599472775,-49.594809877597186,,,,132.5,129.5,156.0,115.0,4.0,1.25,1970-01-01,yfinance.info/recommendations
LMNR,Consumer Defensive,13.40999984741211,-7.335717749690346,-154.70333954631633,0.3,2.2371364907800104,-152.4662030555363,24.0,23.0,31.0,18.0,3.0,,1970-01-01,yfinance.info/recommendations
LMT,Industrials,465.7699890136719,202.62810018404275,-56.496102161254754,13.2,2.8340168562497348,-32.08961984256701,526.8823,525.0,630.0,430.0,17.0,2.52632,1970-01-01,yfinance.info/recommendations
LNAI,Healthcare,1.059999942779541,,,,,,,,,,,,,yfinance.info/recommendations
LNG,Energy,215.19000244140625,147.21234305604492,-31.589599244449502,2.055,0.9549700156537492,-69.49679951831719,271.54544,273.5,290.0,241.0,22.0,1.54167,1970-01-01,yfinance.info/recommendations
LNT,Utilities,67.33000183105469,47.60239204439528,-29.299880068561677,2.028,3.0120302166167825,-26.28784985194489,71.5,70.5,79.0,65.0,10.0,2.0,1970-01-01,yfinance.info/recommendations
LNW,Consumer Cyclical,87.98999786376953,41.77728433937256,-52.52041669093547,,,,107.0096,110.0,144.0,80.0,15.0,2.0,1970-01-01,yfinance.info/recommendations
LOAN,Real Estate,4.650000095367432,9.096832522619929,95.63080292584637,0.46,9.892472915393606,105.52327584123998,,,,,,,1970-01-01,yfinance.info/recommendations
LOCL,Consumer Defensive,2.440000057220459,-46.02345544020832,-1986.2071459390136,,,,6.0,6.0,6.0,6.0,1.0,,1970-01-01,yfinance.info/recommendations
LOVE,Consumer Cyclical,12.15999984741211,-3.5061604656277128,-128.8335568225677,,,,29.33333,29.0,35.0,24.0,6.0,,1970-01-01,yfinance.info/recommendations
LOW,Consumer Cyclical,227.8500061035156,128.61798484780638,-43.55146745557981,4.7,2.06276053285016,-29.49207907278857,278.5625,280.0,325.0,221.0,32.0,1.91429,1970-01-01,yfinance.info/recommendations
LPG,Energy,26.71999931335449,26.243729521534096,-1.7824468714801052,1.7999999999999998,6.736527119221784,-63.853331698097385,33.2,35.0,39.0,26.0,5.0,1.8,1970-01-01,yfinance.info/recommendations
LPSN,Technology,5.090000152587891,-75.78515789363104,-1588.9028609380268,,,,15.25,15.25,22.49999,8.0,2.0,3.0,1970-01-01,yfinance.info/recommendations
LPTX,Healthcare,2.75,,,,,,,,,,,,,yfinance.info/recommendations
LQDA,Healthcare,28.040000915527344,-12.522193069867749,-144.65831904781962,,,,42.22222,45.0,67.0,16.0,9.0,1.66667,1970-01-01,yfinance.info/recommendations
LRCX,Technology,148.25999450683594,44.64432035506872,-69.8878173417103,0.95,0.6407662452437213,-90.3343469522568,158.52232,165.0,200.0,84.0,30.0,1.73529,1970-01-01,yfinance.info/recommendations
LTC,Real Estate,36.06999969482422,34.039911098854446,-5.6281913311495675,2.28,6.321042471001636,0.6928511398520687,38.14286,38.0,43.0,36.0,7.0,2.875,1970-01-01,yfinance.info/recommendations
LTH,Consumer Cyclical,25.450000762939453,0.7945537236780064,-96.87798153297094,,,,39.90909,41.0,45.0,33.0,11.0,1.36364,1970-01-01,yfinance.info/recommendations
LTM,Industrials,44.470001220703125,,,1.01,2.271194001069179,-69.59266725900277,51.9875,52.95,59.0,39.0,8.0,1.75,1970-01-01,yfinance.info/recommendations
LUCD,Healthcare,1.0700000524520874,-3.391614765066211,-416.9733269913163,,,,3.75,3.0,8.0,2.5,6.0,1.2,1970-01-01,yfinance.info/recommendations
LUCK,Consumer Cyclical,8.109999656677246,-10.48124088378427,-229.23848739197786,0.22,2.7127004847511467,-226.52578690722672,13.35,14.0,18.0,9.0,10.0,1.6,1970-01-01,yfinance.info/recommendations
LULU,Consumer Cyclical,170.67999267578125,186.0204067254756,8.98782206935909,,,,194.35889,185.0,303.0,120.0,27.0,2.88571,1970-01-01,yfinance.info/recommendations
LUMN,Communication Services,7.989999771118164,-0.5592978570521806,-106.9999733801483,1.0,12.515644914218246,-94.48432846593006,6.858,7.5,11.0,2.0,10.0,2.90909,1970-01-01,yfinance.info/recommendations
LUNG,Healthcare,1.4900000095367432,-9.89668377711246,-764.2069606556206,,,,5.75,4.5,14.0,2.5,6.0,1.66667,1970-01-01,yfinance.info/recommendations
LUNR,Industrials,9.529999732971191,-7.046261675725644,-173.93769016957586,,,,15.375,16.0,18.0,8.5,8.0,1.375,1970-01-01,yfinance.info/recommendations
LUV,Industrials,32.81999969482422,17.91650954372858,-45.40978150419042,0.72,2.193784298278179,-51.83959314660861,34.07368,34.0,46.0,24.4,19.0,2.95455,1970-01-01,yfinance.info/recommendations
LVS,Consumer Cyclical,65.37999725341797,27.3221782472865,-58.21018752664732,1.0,1.5295197950589108,-86.99653209440847,65.34444,64.5,75.5,60.0,18.0,1.63158,1970-01-01,yfinance.info/recommendations
LW,Consumer Defensive,57.0099983215332,30.86644377292867,-45.857841288042756,1.48,2.5960358596274333,-72.66255528044478,66.0,66.0,80.0,60.0,11.0,,1970-01-01,yfinance.info/recommendations
LWAY,Consumer Defensive,22.270000457763672,8.855896625741181,-60.233962982906554,0.15,0.6735518496485152,-57.816103211490336,33.0,33.0,33.0,33.0,1.0,,1970-01-01,yfinance.info/recommendations
