symbol,sector,last_price,intrinsic_value,margin_%,dividend_ttm,dividend_yield_%,total_return_with_div_%,pt_mean,pt_median,pt_high,pt_low,pt_count,rec_mean,last_update,source
2S,Basic Materials,2.400000095367432,1.7905941968679902,-25.391911428492836,0.12,4.999999801317859,-68.38811417084774,,,,,,,,yfinance.info/recommendations
A,Real Estate,4.860000133514404,-9.77166587392679,-301.06307830202917,0.16,3.292180979515724,-297.77089732251346,,,,,,,,yfinance.info/recommendations
A5,Real Estate,1.840000033378601,-2.2101593429250808,-220.1173534147603,0.1,5.434782510105741,808.8374472182696,,,,,,,,yfinance.info/recommendations
AAI,Consumer Defensive,4.880000114440918,5.11954016573708,4.908607493416114,0.4732,9.696721084077527,232.6851501817974,6.15,6.15,6.2,6.1,2.0,,1970-01-01,yfinance.info/recommendations
AAV,Industrials,1.059999942779541,3.43988693257489,224.51765266654533,0.603818,56.96396533915495,1301.9385313912576,1.11875,1.01,1.5,0.8,8.0,4.0,1970-01-01,yfinance.info/recommendations
ABM,Utilities,0.6700000166893005,0.8784697757376595,31.114888635149505,,,,,,,,,,,yfinance.info/recommendations
ACAP,Unknown,0.3300000131130218,4.301599457494039,1203.514935322376,2.624908,795.426635059252,1998.941570381628,,,,,,,,yfinance.info/recommendations
ACC,Industrials,0.449999988079071,0.0573309942039349,-87.25977872829164,0.674088,149.7973373016076,62.53755857331598,,,,,,,,yfinance.info/recommendations
ACG,Consumer Cyclical,0.5699999928474426,1.2585930414946276,120.80579952419106,0.0266,4.666666725225617,125.47246624941668,,,,,,,,yfinance.info/recommendations
ADB,Basic Materials,0.6000000238418579,2.138395472503849,256.3992312552751,0.02,3.333333200878572,259.7325644561538,,,,,,,,yfinance.info/recommendations
ADD,Communication Services,2.799999952316284,2.815299621362975,0.5464167609729458,0.3,10.714285896748915,11.260702657721865,,,,,,,,yfinance.info/recommendations
ADVANC,Communication Services,309.0,280.84890138991005,-9.110387899705485,12.63,4.0873786407766985,-5.023009258928786,337.5263,340.0,370.0,300.0,19.0,1.4,1970-01-01,yfinance.info/recommendations
ADVICE,Technology,4.900000095367432,5.896304135214147,20.33273511134507,0.3399999999999999,6.938775375156492,71.44875428993218,6.775,6.75,7.2,6.4,4.0,,1970-01-01,yfinance.info/recommendations
AE,Consumer Cyclical,0.1000000014901161,-0.1472477366997155,-247.24773450555327,0.394134,394.1339941269458,146.88625962139253,,,,,,,,yfinance.info/recommendations
AEONTS,Financial Services,97.5,,,5.5,5.641025641025641,-52.10532594379118,133.5,135.5,142.0,120.0,10.0,1.7,1970-01-01,yfinance.info/recommendations
AF,Financial Services,0.3600000143051147,-0.40180022366528,-211.6111688053262,0.098,27.22222114050834,20.24064788992878,,,,,,,,yfinance.info/recommendations
AFC,Consumer Cyclical,3.7200000286102295,3.342527899497926,-10.147100166913841,0.14,3.763440831270725,-6.383659335643117,,,,,,,,yfinance.info/recommendations
AGE,Energy,1.0700000524520874,5.626269244684744,425.81952980200236,0.7774179999999999,72.65588428882917,498.4754140908315,,,,,,,,yfinance.info/recommendations
AH,Consumer Cyclical,12.600000381469728,27.589728654414724,118.96609380258224,0.79,6.26984108001948,125.23593488260173,15.18,15.0,17.4,14.0,5.0,,1970-01-01,yfinance.info/recommendations
AHC,Healthcare,13.399999618530272,16.99381449619886,26.81951477594714,0.43,3.208955315232784,-66.34656253897025,,,,,,,,yfinance.info/recommendations
AI,Industrials,3.119999885559082,6.840219183371947,119.23780238043913,0.19,6.089743813114062,125.3275461935532,,,,,,,,yfinance.info/recommendations
AIE,Consumer Defensive,1.0099999904632568,2.274958515307527,125.24341948400135,0.25,24.752475481245543,29.054746601337264,,,,,,,,yfinance.info/recommendations
AIMCG,Real Estate,1.7799999713897705,,,0.24,13.483146284132532,302.81729178310604,,,,,,,,yfinance.info/recommendations
AIMIRT,Real Estate,10.300000190734863,,,0.85,8.252427031648006,384.5798343933616,11.4,11.4,11.8,11.0,2.0,,1970-01-01,yfinance.info/recommendations
AIRA,Financial Services,1.1799999475479126,-0.245150099006829,-120.77543304270995,0.0404999999999999,3.432203542395118,-117.34322950031483,,,,,,,,yfinance.info/recommendations
AIT,Technology,4.880000114440918,6.394416955818568,31.033131267685444,0.55,11.270491538974303,42.30362280665975,,,,,,,,yfinance.info/recommendations
AJ,Consumer Cyclical,1.9700000286102293,-12.411466654311216,-730.0236788862943,1.428784,72.52710554567659,-657.4965733406176,,,,,,,,yfinance.info/recommendations
AJA,Technology,0.1599999964237213,-0.1730253948349149,-208.1408741889587,0.018909,11.818125264155684,-196.32274892480308,,,,,,,,yfinance.info/recommendations
AKP,Industrials,0.6299999952316284,2.1788648914130366,245.85157268325787,0.037,5.873015917467813,-45.82617644171956,,,,,,,,yfinance.info/recommendations
AKR,Industrials,0.8799999952316284,3.667768223862628,316.7918458791832,0.1,11.36363642521141,321.1035601220858,,,,,,,,yfinance.info/recommendations
AKS,Real Estate,0.0199999995529651,-3.8413475853021217,-19306.738355814723,,,,,,,,,,,yfinance.info/recommendations
ALLA,Industrials,1.159999966621399,2.7040591104383696,133.10855071092612,0.11,9.48275889355278,142.5913096044789,,,,,,,,yfinance.info/recommendations
ALLY,Real Estate,4.380000114440918,,,0.483,11.027396972149443,-35.39840764578459,5.0,5.0,5.0,5.0,1.0,,1970-01-01,yfinance.info/recommendations
ALPHAX,Real Estate,0.3300000131130218,0.7132093585299704,116.12403945138725,0.0197159999999999,5.974545217138357,61.93278348516222,,,,,,,,yfinance.info/recommendations
ALT,Technology,0.949999988079071,2.4351097162494963,156.3273417690628,0.24,25.2631582117477,181.5904999808105,,,,,,,,yfinance.info/recommendations
ALUCON,Basic Materials,185.0,273.17492634255115,47.66212234732494,12.0,6.486486486486487,-47.220860464839824,,,,,,,,yfinance.info/recommendations
AMA,Industrials,4.079999923706055,11.91268134839727,191.97748948917686,0.25,6.127451094972407,308.67507092343345,,,,,,,,yfinance.info/recommendations
AMANAH,Financial Services,0.7799999713897705,-0.1258815373768324,-116.13865923001794,0.444623,57.0029508088045,-59.13570842121344,0.78,0.78,0.78,0.78,1.0,,1970-01-01,yfinance.info/recommendations
AMARC,Technology,2.799999952316284,3.62723518187168,29.544115844397435,0.14,5.000000085149495,34.54411592954693,4.0,4.0,4.0,4.0,1.0,,1970-01-01,yfinance.info/recommendations
AMARIN,Communication Services,2.1600000858306885,3.89079639925416,80.12945577073184,0.06,2.7777776673988104,82.90723343813067,,,,,,,,yfinance.info/recommendations
AMATA,Real Estate,15.300000190734863,19.69070768251856,28.69743422906984,0.9,5.882352867845113,-36.23642563037011,22.525,22.65,35.0,14.0,16.0,1.41176,1970-01-01,yfinance.info/recommendations
AMATAR,Real Estate,6.599999904632568,,,0.5800000000000001,8.78787891486022,28.96371090069885,,,,,,,,yfinance.info/recommendations
AMATAV,Real Estate,2.180000066757202,-4.617320619849866,-311.8036916722774,0.05,2.2935779114161265,-309.51011376086126,,,,,,,,yfinance.info/recommendations
AMC,Basic Materials,2.059999942779541,-8.739868887102903,-524.265491741241,0.1,4.854369066878266,-519.4111226743628,,,,,,,,yfinance.info/recommendations
AMR,Unknown,0.449999988079071,,,0.21,46.66666790291119,-652.9673076545879,,,,,,,,yfinance.info/recommendations
ANAN,Real Estate,0.4300000071525574,-2.375229983687027,-652.3790567855344,0.3710239999999999,86.28464972754439,-566.09440705799,0.45,0.45,0.5,0.4,2.0,5.0,1970-01-01,yfinance.info/recommendations
ANI,Industrials,3.140000104904175,4.7181730533082495,50.26028330187705,0.2,6.369426538796359,56.62970984067341,,,,,,,,yfinance.info/recommendations
AOT,Industrials,41.0,20.31691867269129,-50.446539822704175,0.79,1.9268292682926829,51.56857971581631,39.50714,38.0,57.0,28.0,21.0,2.85714,1970-01-01,yfinance.info/recommendations
AP,Real Estate,7.900000095367432,1.9499348408692545,-75.3172807932914,0.6,7.594936617176,537.1467223520144,9.68462,9.6,11.8,7.8,13.0,1.38462,1970-01-01,yfinance.info/recommendations
APCO,Consumer Defensive,2.880000114440918,1.094903185894428,-61.98252977823312,0.092,3.194444317508632,39.446012071033294,,,,,,,,yfinance.info/recommendations
APCS,Industrials,1.5800000429153442,-3.793286607780854,-340.08142435120783,0.28,17.721518505996794,-322.359905845211,,,,,,,,yfinance.info/recommendations
APO,Consumer Defensive,1.7699999809265137,5.28317899720999,198.48469232437438,0.21,11.864406907511642,210.349099231886,,,,,,,,yfinance.info/recommendations
APP,Technology,2.0999999046325684,6.773340238613855,222.54002601009492,0.13,6.190476471604687,228.7305024816996,,,,,,,,yfinance.info/recommendations
APURE,Consumer Defensive,2.700000047683716,1.9786336306184429,-26.717274234277177,0.22,8.148148004246677,135.74599887858844,,,,,,,,yfinance.info/recommendations
AQUA,Communication Services,0.1500000059604644,-1.421450946133563,-1047.6339264334533,0.069378,46.25199816211072,-1001.3819282713422,,,,,,,,yfinance.info/recommendations
ARIN,Real Estate,0.4900000095367431,-0.729836410076329,-248.94620323912497,,,,,,,,,,,yfinance.info/recommendations
ARIP,Industrials,0.4000000059604645,0.3172255332854031,-20.69361786040641,0.0169,4.224999937042594,-78.94892901335719,,,,,,,,yfinance.info/recommendations
ARROW,Unknown,5.0,1.7722680823296435,-64.55463835340713,0.35,6.999999999999999,-57.55463835340713,6.4,6.4,6.4,6.4,1.0,,1970-01-01,yfinance.info/recommendations
AS,Communication Services,2.720000028610229,4.274090029930578,57.13566121226859,0.1,3.676470549564461,60.81213176183302,,,,,,,,yfinance.info/recommendations
ASAP,Industrials,1.25,18.63099965977411,1390.4799727819286,0.041964,3.35712,-33.43570429804679,,,,,,,,yfinance.info/recommendations
ASEFA,Industrials,3.5199999809265137,2.077658790176244,-40.975602231981405,0.14,3.977272748823994,-36.99832948315744,,,,,,,,yfinance.info/recommendations
ASIA,Consumer Cyclical,5.300000190734863,2.570287619150771,-51.50400893109417,0.13,2.452830100407507,-49.051178830686666,,,,,,,,yfinance.info/recommendations
ASIAN,Consumer Defensive,7.199999809265137,14.46729208637028,100.9346176336479,0.9871,13.709722585405842,603.1755327828284,,,,,,,,yfinance.info/recommendations
ASIMAR,Industrials,1.5399999618530271,-0.0473322099894529,-103.07352020531869,0.12,7.792207985226717,-55.29458673921428,,,,,,,,yfinance.info/recommendations
ASK,Financial Services,7.150000095367432,2.1035276492567765,-70.58003326993413,0.32,4.475524415829473,-66.10450885410467,7.73333,7.3,9.5,6.4,3.0,4.33333,1970-01-01,yfinance.info/recommendations
ASN,Financial Services,1.0,0.9294629655445438,-7.053703445545622,0.12717,12.717,5.663296554454378,,,,,,,,yfinance.info/recommendations
ASP,Financial Services,2.119999885559082,8.591981922767307,305.28218804603597,0.08,3.773585109364408,94.2564362128026,,,,,,,,yfinance.info/recommendations
ASW,Real Estate,6.050000190734863,-13.402566750228589,-321.5300219453488,1.19466,19.746445658456924,1170.0645365931798,8.41667,8.95,9.0,7.3,3.0,2.25,1970-01-01,yfinance.info/recommendations
ATP30,Industrials,0.8600000143051147,1.7231981806070336,100.3718781329775,0.03,3.4883720349981835,26.71293069431976,1.32,1.32,1.32,1.32,1.0,,1970-01-01,yfinance.info/recommendations
AU,Consumer Cyclical,4.599999904632568,5.329899490102514,15.867382621788288,0.33,7.173913192208191,106.49179728131746,6.48,6.46,7.8,5.2,4.0,3.0,1970-01-01,yfinance.info/recommendations
AUCT,Consumer Cyclical,5.650000095367432,5.690639275102894,0.7192775053009933,0.48,8.495575077840499,9.214852583141491,6.0,6.0,6.0,6.0,1.0,,1970-01-01,yfinance.info/recommendations
AURA,Consumer Cyclical,14.300000190734863,-5.775627806121705,-140.38900509850203,0.42,2.9370628978880915,-10.761024087527977,20.73333,21.0,21.4,19.8,3.0,,1970-01-01,yfinance.info/recommendations
AWC,Consumer Cyclical,2.0199999809265137,-1.0121871678376984,-150.10827610866798,0.075,3.712871322186832,-146.39540478648115,2.77091,2.7,4.7,1.9,11.0,1.90909,1970-01-01,yfinance.info/recommendations
AXTRART,Unknown,12.300000190734863,11.739836621589635,-4.5541752882831545,0.5072,4.123577171828461,-0.4305981164546795,14.175,14.175,14.65,13.7,2.0,,1970-01-01,yfinance.info/recommendations
AYUD,Financial Services,34.0,,,2.32,6.8235294117647065,-15.13302717674501,,,,,,,,yfinance.info/recommendations
B,Industrials,0.0399999991059303,-0.1482398127200846,-470.599540083757,,,,,,,,,,,yfinance.info/recommendations
B-WORK,Unknown,4.699999809265137,,,0.642795,13.67648991671988,,,,,,,,,yfinance.info/recommendations
B52,Real Estate,0.270000010728836,,,0.0532259999999999,19.71333254999588,,,,,,,,,yfinance.info/recommendations
BA,Industrials,14.0,23.65285654284529,68.94897530603778,1.2,8.571428571428571,77.52040387746636,20.03333,20.0,28.0,14.3,9.0,1.22222,1970-01-01,yfinance.info/recommendations
BAFS,Industrials,8.75,2.35979758409697,-73.03088475317749,0.31,3.5428571428571427,-69.48802761032034,,,,,,,,yfinance.info/recommendations
BAM,Financial Services,7.300000190734863,-5.81866669142362,-179.70776081360452,0.35,4.794520422673672,-174.91324039093084,8.0,7.5,9.0,6.5,7.0,2.5,1970-01-01,yfinance.info/recommendations
BANPU,Energy,4.599999904632568,-0.0711777724777835,-101.5473429120314,0.24,5.217391412515047,-96.32995149951635,5.45,5.5,6.5,4.0,6.0,2.5,1970-01-01,yfinance.info/recommendations
BAREIT,Real Estate,9.850000381469728,,,0.7789999999999999,7.908629135339837,-5.036639994947667,,,,,,,,yfinance.info/recommendations
BAY,Financial Services,24.0,,,0.8500000000000001,3.5416666666666674,85.82271419935397,25.85,25.85,28.0,23.7,2.0,2.0,1970-01-01,yfinance.info/recommendations
BBGI,Utilities,2.9200000762939453,5.386599783740124,84.47259051365434,0.1,3.4246574447669085,87.89724795842125,4.3,4.3,4.3,4.3,1.0,,1970-01-01,yfinance.info/recommendations
BBIK,Industrials,17.899999618530273,19.924340007546512,11.309164425459647,0.22,1.229050305522094,-59.82707931844201,31.475,30.55,36.6,28.2,4.0,1.0,1970-01-01,yfinance.info/recommendations
BBL,Financial Services,155.5,,,8.5,5.466237942122187,61.08116616812293,163.52632,165.0,189.0,128.0,19.0,2.7,1970-01-01,yfinance.info/recommendations
BC,Real Estate,0.7200000286102295,-2.6316236320124937,-465.5032677001625,0.052,7.222221935236907,746.0828537821535,,,,,,,,yfinance.info/recommendations
BCH,Healthcare,10.899999618530272,9.224587023078792,-15.370758294369447,0.43,3.94495426650281,-66.98722864636517,16.0,16.0,19.0,12.0,15.0,1.4,1970-01-01,yfinance.info/recommendations
BCP,Energy,28.0,88.06636802237395,214.5227429370498,0.45,1.6071428571428574,216.12988579419263,40.39231,41.0,49.0,31.0,13.0,1.61538,1970-01-01,yfinance.info/recommendations
BCPG,Utilities,7.5,-0.058507605465038,-100.7801014062005,0.28,3.733333333333334,-97.04676807286717,9.98571,10.0,12.0,8.0,7.0,1.0,1970-01-01,yfinance.info/recommendations
BCT,Basic Materials,49.5,59.92718599629841,21.065022214744268,1.0,2.0202020202020203,491.3194485968912,,,,,,,,yfinance.info/recommendations
BDMS,Healthcare,19.600000381469727,12.352597213540346,-36.97654605548496,0.75,3.826530537770125,-33.150015517714834,28.82174,29.0,37.0,21.0,23.0,1.56522,1970-01-01,yfinance.info/recommendations
BE8,Technology,4.539999961853027,6.716040285278094,47.93040400240231,0.24,5.286343656752865,53.216747659155175,5.135,5.05,7.0,3.44,4.0,4.0,1970-01-01,yfinance.info/recommendations
BEAUTY,Consumer Cyclical,0.4799999892711639,-0.053622723246943,-111.17140092614673,0.371,77.29166839427009,-33.879732531876655,,,,,,,,yfinance.info/recommendations
BEC,Communication Services,1.8200000524520876,7.729493182816864,324.6974153875936,0.08,4.395604268923836,329.09301965651747,3.105,2.96,4.0,2.5,4.0,,1970-01-01,yfinance.info/recommendations
BEM,Industrials,5.650000095367432,-7.567036265135844,-233.92984314000694,0.15,2.654867211825156,-231.2749759281818,8.47917,8.325,10.4,7.3,12.0,1.0,1970-01-01,yfinance.info/recommendations
BEYOND,Consumer Cyclical,5.949999809265137,3.8143335404767775,-35.893551886552544,3.1,52.10084200629361,16.207290119741067,,,,,,,,yfinance.info/recommendations
BGC,Consumer Cyclical,3.640000104904175,6.027351560661927,65.58657656468944,0.135,3.7087911019044864,69.29536766659392,,,,,,,,yfinance.info/recommendations
BGRIM,Utilities,14.399999618530272,-1.9342362207677948,-113.43219633338582,0.43,2.986111190216043,-110.44608514316975,17.74667,16.5,28.0,11.6,15.0,1.8,1970-01-01,yfinance.info/recommendations
BGT,Consumer Cyclical,0.3899999856948852,0.9387488719750624,140.70484779696596,0.055,14.102564619843088,154.80741241680897,,,,,,,,yfinance.info/recommendations
BH,Healthcare,176.0,116.4837002891462,-33.81607938116693,5.0,2.840909090909091,-32.794021599730065,214.66667,219.0,300.0,160.0,21.0,1.71429,1970-01-01,yfinance.info/recommendations
BIG,Consumer Cyclical,0.2899999916553497,0.6305469172329181,117.42997771609981,0.015,5.17241394193788,306.27160079515306,,,,,,,,yfinance.info/recommendations
BIOTEC,Basic Materials,0.1899999976158142,0.294508878049287,55.004674602571804,0.3816799999999999,200.88421304708044,255.88888764965228,,,,,,,,yfinance.info/recommendations
BIS,Consumer Defensive,2.1600000858306885,5.043593273727256,133.49967932004049,0.1699999999999999,7.870370057629962,-57.45212866118965,,,,,,,,yfinance.info/recommendations
BIZ,Healthcare,3.940000057220459,1.1623013464916303,-70.4999662535133,0.35,8.88324860195341,-8.648564005559878,,,,,,,,yfinance.info/recommendations
BJC,Industrials,16.899999618530273,6.96268757272274,-58.80066432020277,0.7100000000000001,4.201183526782505,-74.79216553852365,21.40667,22.0,30.0,17.0,15.0,2.375,1970-01-01,yfinance.info/recommendations
BJCHI,Industrials,0.6600000262260437,-1.3239242672858516,-300.59457798148935,0.28,42.42424073845456,-258.1703372430348,,,,,,,,yfinance.info/recommendations
BKA,Unknown,0.7599999904632568,,,0.06,7.894736941171156,,,,,,,,,yfinance.info/recommendations
BKD,Unknown,1.0399999618530271,1.8780046973881168,80.57738137239629,0.1,9.615384968074835,90.19276634047108,,,,,,,1970-01-01,yfinance.info/recommendations
BKGI,Healthcare,1.440000057220459,1.0051918505070694,-30.19501315525448,0.05,3.472222084248513,86.36334821366349,1.7,1.7,1.7,1.7,1.0,,1970-01-01,yfinance.info/recommendations
BKIH,Financial Services,307.0,,,13.25,4.315960912052117,43.12402290015531,,,,,,,,yfinance.info/recommendations
BLA,Financial Services,18.200000762939453,,,0.86,4.725274527192398,-18.4752202520629,28.0,28.0,28.0,28.0,1.0,,1970-01-01,yfinance.info/recommendations
BLAND,Real Estate,0.4799999892711639,0.6898006458429726,43.70847109608729,0.01,2.083333379899463,-72.7648174321792,,,,,,,,yfinance.info/recommendations
BLC,Consumer Defensive,3.799999952316284,1.2778118163784078,-66.37337283124123,0.19,5.000000062741732,-41.62266894523275,,,,,,,,yfinance.info/recommendations
BLESS,Real Estate,0.209999993443489,-0.4808162322553161,-328.9601177462435,0.05,23.80952455289242,-30.98358573003786,,,,,,,,yfinance.info/recommendations
BLISS,Unknown,0.0309100002050399,,,,,,,,,,,,,yfinance.info/recommendations
BM,Industrials,1.2899999618530271,2.582296209653628,100.17800666786651,0.1699999999999999,13.17829496334268,-44.80801290971751,,,,,,,,yfinance.info/recommendations
BOFFICE,Real Estate,4.960000038146973,,,0.6342,12.786290224242286,353.19734376402,5.3,5.3,5.3,5.3,1.0,,1970-01-01,yfinance.info/recommendations
BOL,Industrials,5.400000095367432,3.421895010579014,-36.631574997293065,0.315,5.833333230312961,-26.11739140570248,,,,,,,,yfinance.info/recommendations
BPP,Utilities,12.800000190734863,0.4637022776943671,-96.37732600949481,0.55,4.296874935971575,-31.895107863645464,10.0,10.0,10.0,10.0,1.0,1.5,1970-01-01,yfinance.info/recommendations
BPS,Technology,0.4600000083446502,0.6001246707766584,30.461882584797973,0.0125,2.7173912550528705,-20.94544140757915,,,,,,,,yfinance.info/recommendations
BR,Consumer Defensive,1.659999966621399,1.4974050388632287,-9.79487536310618,0.02,1.2048193013344477,244.9520166940991,,,,,,,,yfinance.info/recommendations
BRI,Real Estate,1.5800000429153442,-2.535243902465232,-260.4584704812612,0.03,1.8987341256425136,1145.0953919294489,,,,,,,,yfinance.info/recommendations
BROCK,Real Estate,1.2999999523162842,-0.2077063875480325,-115.97741501281982,0.06,4.615384784675921,-111.3620302281439,,,,,,,,yfinance.info/recommendations
BRR,Consumer Defensive,3.5199999809265137,9.461973882564594,168.80607766577512,0.5,14.20454553151426,1700.5477434005695,,,,,,,,yfinance.info/recommendations
BSBM,Basic Materials,0.6600000262260437,1.3914901948436855,110.83183932588412,0.15,22.727271824172085,133.5591111500562,,,,,,,,yfinance.info/recommendations
BSM,Industrials,0.4099999964237213,-1.3398318330353485,-426.78825481029446,0.309618,75.51658602455696,-351.2716687857375,,,,,,,,yfinance.info/recommendations
BSRC,Energy,4.21999979019165,-0.9061960019051316,-121.47383997533272,0.33,7.819905602057226,-113.65393437327548,6.06667,6.05,7.4,4.7,6.0,1.66667,1970-01-01,yfinance.info/recommendations
BTC,Financial Services,0.3000000119209289,-0.4168468112928816,-238.94893157629275,0.0225,7.499999701976788,-231.44893187431595,,,,,,,,yfinance.info/recommendations
BTG,Consumer Defensive,17.600000381469727,56.13936408789507,218.97365267674513,0.5,2.840909029334046,221.8145617060792,18.275,18.275,20.0,16.6,6.0,2.33333,1970-01-01,yfinance.info/recommendations
BTNC,Consumer Cyclical,11.600000381469728,4.77625345724783,-58.82540258466202,0.2,1.7241378743356548,-57.10126471032636,,,,,,,,yfinance.info/recommendations
BTS,Industrials,2.619999885559082,,,0.62,23.66412317104732,-59.02983246963815,5.13167,5.25,6.49,3.5,6.0,,1970-01-01,yfinance.info/recommendations
BTW,Industrials,0.1199999973177909,-0.4349869426669693,-462.48912699140476,0.38,316.6666737447184,-145.82245324668594,,,,,,,,yfinance.info/recommendations
BUI,Financial Services,11.399999618530272,,,2.8,24.561404330651943,518.0454888432369,,,,,,,,yfinance.info/recommendations
BVG,Technology,1.950000047683716,1.982180061186012,1.6502570623278028,0.0809999999999999,4.153846052271377,5.804103114599169,,,,,,,,yfinance.info/recommendations
BWG,Industrials,0.2800000011920929,1.0098196398178183,260.64986982804885,0.1349999999999999,48.21428550901461,277.4183242217763,,,,,,,,yfinance.info/recommendations
BYD,Financial Services,0.4900000095367431,-7.071493254755181,-1543.1618606376614,0.232615,47.47244805564787,-1495.6894125820131,,,,,,,,yfinance.info/recommendations
CAZ,Industrials,1.75,-2.2205210168986853,-226.88691525135343,0.59418,33.95314285714286,962.3238586428896,,,,,,,,yfinance.info/recommendations
CBG,Consumer Defensive,40.25,43.46828972946185,7.995750880650562,1.4,3.4782608695652173,-56.13838513799211,58.75357,58.0,72.3,47.5,14.0,,1970-01-01,yfinance.info/recommendations
CCET,Technology,5.099999904632568,4.028113329872043,-21.017384211848334,0.2,3.92156870078234,101.8743285495839,7.55,7.55,7.9,7.2,2.0,,1970-01-01,yfinance.info/recommendations
CCP,Basic Materials,0.2599999904632568,0.9812695025586234,277.4113609812984,0.01,3.846153987229934,-52.147196382372776,,,,,,,,yfinance.info/recommendations
CEN,Basic Materials,0.949999988079071,-3.5006668404914523,-468.49125099147716,0.27,28.42105298821616,-440.070198003261,,,,,,,,yfinance.info/recommendations
CENTEL,Consumer Cyclical,31.25,8.567100094209732,-72.58527969852886,0.59,1.888,-70.69727969852886,37.12188,37.125,44.0,28.5,16.0,1.5,1970-01-01,yfinance.info/recommendations
CEYE,Consumer Cyclical,1.7400000095367432,2.019261372756464,16.049503545351783,0.075,4.310344803961694,-76.60495145609717,,,,,,,,yfinance.info/recommendations
CFARM,Consumer Defensive,0.8700000047683716,0.7748585804253268,-10.935795841561536,,,,,,,,,,,yfinance.info/recommendations
CFRESH,Consumer Defensive,0.8399999737739563,-2.284947226588528,-372.01753546761495,1.28092,152.4904809514548,-219.52705451616012,,,,,,,,yfinance.info/recommendations
CGD,Real Estate,0.1099999994039535,0.1924162363857544,74.9238522076199,,,,,,,,,,,yfinance.info/recommendations
CGH,Financial Services,0.5,-0.1066437071199117,-121.32874142398234,0.209281,41.8562,-79.47254142398235,,,,,,,,yfinance.info/recommendations
CH,Consumer Defensive,1.7200000286102295,0.8428473895312937,-50.997245609796906,0.1,5.813953391663639,218.4301878351128,,,,,,,,yfinance.info/recommendations
CHAO,Consumer Defensive,4.159999847412109,2.811574347631791,-32.41407570289117,0.17,4.086538611431805,263.2386632794097,6.0,6.0,6.0,6.0,1.0,,1970-01-01,yfinance.info/recommendations
CHARAN,Financial Services,14.0,,,6.35,45.35714285714285,438.3955377413444,,,,,,,,yfinance.info/recommendations
CHASE,Financial Services,0.5199999809265137,-0.0509758124405589,-109.80304121352704,0.01041,2.0019231503531807,-107.80111806317386,,,,,,,,yfinance.info/recommendations
CHAYO,Financial Services,1.340000033378601,0.4611761473750884,-65.58387045615926,0.001389,0.1036567138358835,-19.850772026370816,2.75,2.75,4.0,1.5,2.0,,1970-01-01,yfinance.info/recommendations
CHEWA,Real Estate,0.2599999904632568,-1.6228199492065365,-724.1615418197,0.1001,38.50000141217164,-685.6615404075282,,,,,,,,yfinance.info/recommendations
CHG,Healthcare,1.5,1.390782849246343,-7.281143383577134,0.07,4.666666666666667,-4.4767649934674045,2.208,2.19,3.1,1.7,10.0,1.2,1970-01-01,yfinance.info/recommendations
CHIC,Consumer Cyclical,0.3000000119209289,-0.7757400578794469,-358.58000901810266,0.0025,0.833333300219643,-357.7466757178829,,,,,,,,yfinance.info/recommendations
CHO,Industrials,0.0700000002980232,-7.214294763518593,-10406.135332577027,1.3614020000000002,1944.859991719808,-8461.275340857215,,,,,,,,yfinance.info/recommendations
CHOTI,Consumer Defensive,63.25,-323.12738034993583,-610.8733286164993,28.68,45.34387351778656,-565.5294550987128,,,,,,,,yfinance.info/recommendations
CHOW,Basic Materials,1.0399999618530271,,,0.2,19.23076993614967,114.7056939398266,,,,,,,,yfinance.info/recommendations
CI,Real Estate,0.3199999928474426,-3.674685371810536,-1248.339204358174,0.124907,39.03343837246533,-1209.3057659857086,,,,,,,,yfinance.info/recommendations
CIG,Industrials,0.0299999993294477,-0.5220528979503477,-1840.1763653971348,0.23,766.6666838030025,-1073.5096815941292,,,,,,,,yfinance.info/recommendations
CIMBT,Financial Services,0.3700000047683716,,,0.04,10.810810671486587,741.235405663227,,,,,,,,yfinance.info/recommendations
CITY,Industrials,1.649999976158142,,,0.31,18.78787905935633,,,,,,,,,yfinance.info/recommendations
CIVIL,Industrials,0.6899999976158142,-1.1946512262933475,-273.1378594813443,0.02,2.8985507346531643,666.2702405940205,,,,,,,,yfinance.info/recommendations
CK,Industrials,12.899999618530272,21.18838151248556,64.25102433374803,0.35,2.713178374805846,66.96420270855383,20.52,20.1,27.5,18.0,10.0,1.09091,1970-01-01,yfinance.info/recommendations
CKP,Utilities,2.299999952316284,2.802171538095056,21.8335476604269,0.085,3.695652250531492,-40.18494709631473,3.94667,3.7,5.0,3.68,6.0,1.0,1970-01-01,yfinance.info/recommendations
CM,Consumer Defensive,1.6699999570846558,1.7182889455340709,2.8915562688824203,0.1,5.98802410597492,8.87958037485734,,,,,,,,yfinance.info/recommendations
CMAN,Basic Materials,2.380000114440918,4.439238744597686,86.52262735880166,0.12,5.04201656428025,386.3602975317401,,,,,,,,yfinance.info/recommendations
CMC,Real Estate,0.5199999809265137,-1.7153030386321635,-429.8659810671358,0.048165,9.262500339746488,-420.6034807273893,,,,,,,,yfinance.info/recommendations
CMO,Communication Services,0.4000000059604645,1.493041110599111,273.2602720877663,0.296957,74.239248893749,-8.049097369829738,,,,,,,,yfinance.info/recommendations
CMR,Healthcare,1.399999976158142,0.4476371118182891,-68.02592003989258,0.164,11.714285913778816,56.924226606008986,,,,,,,,yfinance.info/recommendations
