symbol,period_1,period_2,period_3,period_4,period_5,period_6,eps_1,eps_2,eps_3,eps_4,eps_5,eps_6
PATO,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.1,0.11,0.15,0.12,0.2,
PB,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.66,0.69,0.64,0.76,0.92,
PCC,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.08,0.08,0.14,0.08,0.08,
PCE,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.0,0.03,0.05,0.01,0.09,
PCSGH,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.09,0.09,0.08,0.12,0.05,
PDG,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.06,0.07,0.06,0.08,0.05,
PDJ,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.08,-0.22,-0.14,-0.12,-0.15,
PEACE,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.01,-0.03,-0.0,0.01,0.02,
PEER,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.16,-0.09,-0.06,0.1,,
PERM,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.04,-0.02,-0.07,-0.12,,
PF,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.05,-0.06,-0.03,-0.04,,
PG,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.06,0.07,-0.17,-0.03,0.21,
PHG,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.15,0.27,0.29,0.26,0.3,
PHOL,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.1,0.1,0.07,0.08,0.1,
PICO,2026Q1,2025Q3,2025Q2,2025Q1,,,-0.06,0.06,-0.14,0.04,,
PIMO,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.04,0.03,0.02,0.03,0.02,
PIN,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.21,0.05,0.15,0.05,0.41,
PIS,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.14,0.15,0.15,0.14,0.04,
PJW,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.05,0.07,0.06,0.09,0.04,
PK,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.06,-0.03,0.07,-0.11,,
PL,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.03,0.02,0.05,0.02,0.01,
PLANB,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.05,0.06,0.06,0.04,0.07,
PLANET,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.04,-0.01,-0.04,-0.03,-0.05,
PLAT,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.05,0.03,0.03,0.05,0.04,
PLE,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.04,0.05,0.0,-0.17,,
PLT,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.01,0.02,0.02,0.01,0.02,
PLUS,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.05,-0.02,0.03,-0.07,0.03,
PM,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.16,0.27,0.29,0.29,0.38,
PMC,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.04,0.05,0.03,0.04,0.03,
PMTA,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.13,0.28,0.61,0.24,0.44,
POLY,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.16,0.17,0.11,0.17,0.13,
PORT,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.01,-0.01,0.01,-0.01,-0.0,
PPM,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.13,0.09,-0.02,0.1,0.02,
PPP,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.1,-0.01,-0.11,-0.03,-0.04,
PPPM,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.07,-0.06,0.07,-0.11,,
PPS,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.0,-0.01,-0.01,-0.0,-0.0,
PQS,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.03,-0.12,-0.04,0.08,0.12,
PR9,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.23,0.28,0.23,0.25,0.26,
PRAKIT,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.3,-0.1,-0.16,-0.22,-0.23,
PRAPAT,2025Q3,2025Q2,2025Q1,2024Q3,,,0.02,0.01,0.02,0.04,,
PREB,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.15,0.11,0.1,0.06,0.06,
PRECHA,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.02,-0.03,-0.03,-0.03,,
PRG,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.01,0.39,0.39,0.0,0.33,
PRI,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.09,0.21,0.16,0.12,0.22,
PRIME,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.02,-0.01,-0.0,-0.02,,
PRIN,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.01,0.01,0.02,-0.02,0.02,
PRINC,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.03,-0.02,-0.04,-0.03,0.2,
PRM,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.28,0.25,0.2,0.31,0.19,
PROEN,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.03,0.0,0.09,-0.04,-0.05,
PROS,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.0,-0.01,0.01,0.01,0.01,
PROSPECT,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.27,0.24,0.15,0.2,0.23,
PROUD,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.06,0.06,0.03,0.07,0.0,
PRTR,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.09,0.1,0.1,0.09,0.1,
PSGC,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.05,0.04,0.0,0.02,0.0,
PSH,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.03,0.05,0.03,0.01,0.17,
PSL,2026Q1,2025Q2,2025Q1,2024Q3,,,0.07,-0.03,-0.09,0.18,,
PSP,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.19,0.15,0.19,0.19,0.08,
PSTC,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.01,-0.03,-0.03,-0.04,-0.07,
PT,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.2,0.35,0.12,0.21,0.23,
PTC,2025Q3,2025Q2,2025Q1,2024Q3,,,0.0,0.0,0.01,0.03,,
PTG,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.12,0.12,0.19,0.11,0.04,
PTL,2025Q4,2025Q3,2025Q2,2024Q4,2024Q3,,0.1,0.05,-0.4,0.38,0.68,
PTT,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.91,0.69,0.76,0.81,0.57,
PTTEP,2026Q1,2025Q2,2025Q1,2024Q3,,,2.98,3.41,4.17,4.5,,
PTTGC,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.51,-0.73,-0.85,-0.61,-4.28,
PYLON,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.1,0.08,0.08,0.02,0.02,
Q-CON,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.13,0.12,0.13,0.22,0.24,
QDC,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.13,-0.22,-0.14,-0.09,,
QH,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.04,0.04,0.03,0.04,0.05,
QHBREIT,2026Q1,2025Q3,2025Q2,2025Q1,2024Q4,,0.02,0.05,0.07,0.04,-0.07,
QHHRREIT,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.38,-0.1,0.98,0.14,1.0,
QHOP,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.14,0.12,0.04,0.06,0.07,
QLT,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.01,-0.0,-0.02,-0.09,,
QTC,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.03,-0.01,-0.03,0.01,0.03,
QTCG,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.01,0.01,-0.01,-0.29,,
RABBIT,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.06,-0.0,-0.01,0.01,-0.06,
RAM,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.2,0.23,0.22,0.29,0.28,
RATCH,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.56,1.0,0.95,0.56,0.76,
RBF,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.07,0.05,0.05,0.05,0.05,
RCL,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,2.02,2.78,2.42,2.48,4.94,
READY,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.05,0.07,0.07,0.09,0.08,
RICHY,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.03,-0.04,-0.01,-0.05,,
RJH,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.31,0.28,0.21,0.21,0.71,
RML,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.03,-0.04,-0.04,-0.02,-0.03,
ROCK,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.07,0.42,0.65,-0.38,0.41,
ROCTEC,2025Q4,2025Q3,2025Q2,2024Q4,2024Q3,,0.02,0.02,0.02,0.01,0.01,
ROH,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.02,-0.02,0.05,-0.02,,
ROJNA,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,1.15,0.34,-0.19,-0.21,1.12,
RP,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.04,-0.01,-0.03,-0.02,,
RPC,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.0,0.0,0.0,-0.02,-0.01,
RPH,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.06,0.11,0.07,0.08,0.12,
RS,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.06,-0.1,-0.13,0.08,,
RSP,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.04,0.02,-0.02,0.0,0.06,
RT,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.0,0.03,0.01,-0.07,0.0,
RWI,2025Q3,2025Q2,2025Q1,2024Q3,,,0.0,-0.05,-0.04,0.0,,
S,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.01,0.01,-0.01,0.0,0.0,
S11,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.19,0.15,0.14,0.15,0.1,
SA,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.0,0.01,0.01,0.06,0.09,
SAAM,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.03,0.01,-0.06,0.02,0.01,
SABINA,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.3,0.28,0.29,0.3,0.32,
SAF,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.0,-0.0,-0.0,-0.0,-0.0,
SAFE,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.11,0.11,0.11,0.11,0.1,
SAK,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.11,0.11,0.1,0.11,0.1,
SALEE,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.01,0.0,0.01,0.01,0.0,
SAM,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.02,0.0,-0.08,-0.06,,
SAMART,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.14,0.09,0.16,0.06,0.09,
SAMCO,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.24,-0.03,-0.01,-0.01,-0.02,
SAMTEL,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.04,-0.07,0.05,0.09,0.03,
SANKO,2025Q3,2025Q2,2025Q1,2024Q3,,,0.06,0.04,0.04,0.07,,
SAPPE,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.59,0.59,0.81,0.73,0.97,
SAT,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.5,0.46,0.35,0.44,0.37,
SAUCE,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.58,0.53,0.47,0.58,0.47,
SAV,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.22,0.2,0.2,0.22,0.2,
SAWAD,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.81,0.8,0.76,0.66,0.78,
SAWANG,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.23,-0.33,-0.34,-0.25,,
SC,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.03,0.09,0.1,0.03,0.12,
SCAP,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.06,0.04,0.03,0.03,0.03,
SCB,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,3.03,3.58,3.8,3.71,3.25,
SCC,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,5.19,-0.56,14.45,0.92,0.6,
SCCC,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,4.62,3.04,3.22,3.44,2.65,
SCG,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.02,-0.01,-0.06,-0.02,-0.02,
SCGD,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.15,0.18,0.13,0.13,0.11,
SCGP,2026Q1,2025Q2,2025Q1,2024Q3,,,0.36,0.24,0.21,0.13,,
SCI,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.01,0.0,0.0,0.0,-0.06,
SCL,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.08,0.07,0.04,0.05,0.06,
SCM,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.02,-0.04,-0.05,-0.06,0.02,
SCN,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.01,-0.1,0.01,0.0,-0.2,
SCP,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.35,0.34,0.36,0.29,0.34,
SDC,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.0,0.0,0.0,0.0,0.0,
SE,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.01,0.02,0.01,0.01,0.01,
SE-ED,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.01,-0.09,0.1,-0.02,-0.06,
SEAFCO,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,280.13,0.11,0.05,-0.08,-0.01,
SEAOIL,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.15,0.08,0.08,0.12,0.14,
SECURE,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.34,0.26,0.31,0.28,0.1,
SEI,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.05,0.06,0.05,0.13,0.15,
SELIC,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.08,0.06,0.05,0.05,0.03,
SENA,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.04,0.05,0.07,0.08,0.08,
SENX,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.0,0.01,0.01,0.0,0.0,
SFLEX,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.09,0.08,0.07,0.08,0.1,
SFT,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.03,0.05,0.03,0.04,-0.0,
SGC,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.03,0.02,0.02,0.01,0.01,
SGF,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.01,-0.06,-0.02,-0.04,,
SGP,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.83,-0.12,-0.3,0.07,0.23,
SHANG,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,1.55,0.67,-0.31,1.23,0.27,
SHR,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.07,0.04,0.01,0.05,-0.02,
SIAM,2025Q3,2025Q2,2025Q1,2024Q3,,,0.01,0.02,-0.0,0.02,,
SICT,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.05,0.03,0.07,0.07,0.0,
SIMAT,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.01,0.03,0.03,0.04,0.02,
SINGER,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.18,0.07,0.02,-0.0,0.01,
SINO,2025Q3,2025Q2,2025Q1,2024Q3,,,0.02,0.01,0.02,0.04,,
SIRI,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.04,0.05,0.06,0.04,0.07,
SIRIPRT,2026Q1,2025Q3,2025Q2,2025Q1,2024Q4,,0.11,0.11,0.11,0.11,0.2,
SIS,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.74,0.62,0.55,0.58,0.34,
SISB,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.23,0.3,0.24,0.25,0.23,
SITHAI,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.04,0.02,0.01,0.02,0.02,
SJWD,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.15,0.14,0.16,0.2,0.14,
SK,2025Q3,2025Q2,2025Q1,2024Q3,,,0.03,0.01,0.01,0.05,,
SKE,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.04,-0.04,-0.03,0.02,,
SKIN,2025Q3,2024Q3,,,,,0.0,-0.01,,,,
SKN,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.03,0.15,0.14,0.17,0.16,
SKR,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.06,0.09,0.1,0.1,0.12,
SKY,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.39,0.25,0.24,0.25,0.16,
SLP,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.01,0.0,0.01,0.01,0.01,
SMART,2025Q3,2025Q2,2025Q1,2024Q3,,,0.01,0.0,0.01,0.02,,
SMD100,2025Q3,2025Q2,2025Q1,2024Q3,,,0.14,-0.07,-0.13,0.14,,
SMIT,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.07,0.09,0.07,0.08,0.08,
SMO,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.06,0.15,0.69,-0.13,0.19,
SMPC,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.31,0.24,0.39,0.25,0.19,
SMT,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.01,-0.06,-0.06,0.05,-0.09,
SNC,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.78,0.43,0.14,1.06,-0.3,
SNNP,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.07,0.14,0.14,0.18,0.17,
SNP,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.09,0.16,0.07,0.09,0.23,
SNPS,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.07,0.07,0.07,0.05,0.06,
SO,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.12,0.09,0.18,0.11,0.09,
SOLAR,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.03,-0.04,-0.04,-0.06,0.09,
SONIC,2025Q3,2025Q2,2025Q1,2024Q3,,,0.04,0.03,0.04,0.04,,
SORKON,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.0,-0.05,0.12,0.18,0.11,
SPA,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.04,0.04,0.03,0.04,0.06,
SPACK,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.04,0.05,0.0,0.03,0.09,
SPALI,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.21,0.62,0.57,0.21,1.02,
SPC,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,1.82,-0.33,2.51,2.04,1.3,
SPCG,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.11,0.07,0.09,0.13,0.06,
SPG,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.34,0.14,0.28,0.28,0.15,
SPI,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.65,0.27,0.3,1.56,0.39,
SPRC,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,1.7,0.36,-0.19,0.16,-0.51,
SPREME,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.03,0.03,0.04,0.03,0.09,
SPRIME,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.17,0.14,0.13,0.13,0.15,
SPTX,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.0,-0.0,-0.0,-0.0,-0.0,
SPVI,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.14,0.08,0.05,0.05,0.01,
SQ,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.09,-0.05,0.01,-0.11,,
SR,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.02,-0.02,-0.02,-0.01,,
SRICHA,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.96,1.29,-0.01,-0.26,-2.4,
SRIPANWA,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.2,0.22,0.21,0.21,0.31,
SRS,2025Q3,2025Q2,2025Q1,2024Q3,,,0.02,0.01,-0.14,0.08,,
SSF,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.07,0.13,0.22,0.12,0.17,
SSP,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.21,0.09,-0.01,0.19,0.09,
SSSC,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.09,0.08,0.05,0.09,0.11,
SST,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.14,-0.3,-0.15,-0.06,-0.18,
SSTRT,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.15,0.16,0.05,0.15,0.15,
STA,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.42,-0.55,-0.51,0.45,0.34,
STANLY,2025Q4,2025Q2,2024Q4,2024Q3,,,6.4,4.82,4.05,4.27,,
STARM,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.02,0.02,0.03,0.02,0.02,
STC,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.01,-0.0,-0.01,0.0,0.01,
STECH,2025Q3,2025Q2,2025Q1,2024Q3,,,0.03,0.04,0.1,0.05,,
STECON,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.23,0.11,0.34,0.22,-0.1,
STELLA,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.01,-0.01,-0.01,-0.02,-0.01,
STGT,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.14,-0.04,0.03,0.15,-0.03,
STI,2026Q1,2025Q4,2025Q2,2025Q1,2024Q4,,0.02,0.01,0.01,0.01,0.01,
STOWER,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.01,-0.0,-0.0,0.0,,
STP,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.5,0.37,0.49,0.44,0.4,
STPI,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.01,0.04,0.05,0.07,-0.14,
STX,2025Q3,2025Q2,2025Q1,2024Q3,,,0.03,0.01,0.13,0.06,,
SUC,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.83,0.48,3.22,0.96,1.19,
SUN,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.01,0.03,0.11,0.06,0.18,
SUPER,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.02,-0.02,-0.03,0.01,0.08,
SUSCO,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.1,0.01,0.01,0.09,0.06,
SUTHA,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.11,-0.02,0.05,0.08,0.03,
SVOA,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.09,0.06,0.04,0.05,-0.1,
SVR,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.03,-0.02,-0.03,-0.01,-0.01,
SVT,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.04,0.04,0.03,0.03,0.03,
SWC,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.06,0.11,0.07,0.06,0.07,
SYMC,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.1,0.08,0.09,0.12,0.07,
SYNEX,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.26,0.23,0.22,0.22,0.2,
SYNTEC,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.1,0.07,0.08,0.1,0.08,
TACC,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.17,0.15,0.13,0.12,0.1,
TAE,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.13,-0.01,-0.02,-0.0,0.01,
TAKUNI,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.27,-0.03,-0.03,-0.1,,
TAN,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.13,0.04,-0.04,0.13,0.09,
TASCO,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.29,0.11,0.25,0.28,0.47,
TATG,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.04,0.05,0.07,0.03,0.02,
TBN,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.06,0.04,0.01,0.09,0.13,
TBSP,2025Q3,2025Q2,2025Q1,2024Q3,,,-2.41,-0.58,-0.52,-0.54,,
TC,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.2,0.16,0.14,0.19,0.17,
TCAP,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,2.02,1.98,1.97,1.63,1.57,
TCC,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.0,0.0,0.0,0.01,0.0,
TCJ,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.04,-0.05,-0.15,0.09,,
TCMC,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.76,-0.27,-0.09,-0.06,,
TCOAT,2025Q3,2025Q2,2025Q1,2024Q3,,,0.34,0.47,-0.29,0.36,,
TEAM,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.1,0.06,0.05,0.07,0.02,
TEAMG,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.06,0.06,0.06,0.06,0.03,
TEGH,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.08,0.05,0.2,0.16,0.2,
TEKA,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.05,0.1,0.07,0.01,0.06,
TERA,2025Q3,2025Q2,2025Q1,2024Q3,,,0.05,0.0,0.0,0.04,,
TFG,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.34,0.29,0.44,0.35,0.22,
TFI,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.0,-0.0,-0.0,-0.0,-0.0,
TFM,2025Q2,2025Q1,2024Q3,,,,0.19,0.06,0.15,,,
TFMAMA,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,2.69,2.59,2.84,2.98,3.18,
TGE,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.02,0.02,0.03,0.02,0.03,
