symbol,sector,last_price,eps_ttm,g_base,fcf_ttm,fcf_mode,terminal_method,exit_multiple_used,shares,equity_last,roe_ttm,ebitda_ttm,net_debt,minority_interest,model,coe,wacc,terminal_pe_used,intrinsic,intrinsic_s_bull,intrinsic_s_base,intrinsic_s_bear,upside_pct,flags
ANAN,Real Estate,0.3199999928474426,-0.04100000000000001,-0.3,2663223607.0,fcfe,,,4166255157.0,,,1230715603.0,11025141000.0,469013000.0,eps_dcf,0.1,0.08460000000000001,15.0,,,,,,eps<=0_block|no_intrinsic
ANI,Industrials,2.7799999713897705,0.2888,0.3,694987043.0,fcfe,,,1848000000.0,,,934871210.0,-363859954.0,80219680.0,eps_dcf,0.08,0.08,15.0,13.653786562984953,17.9456484375,13.552603899882405,9.665472677777554,391.14340660079887,upside>300%
AOT,Industrials,59.5,1.35,-0.045706649056204696,26580585693.0,fcfe,,,14285700000.0,,,37142889985.0,27074641308.0,2223765859.0,eps_dcf,0.08,0.08,15.0,15.841671043871585,21.413965326554482,15.63557864547898,10.887653956366508,-73.37534278340911,
AP,Real Estate,7.349999904632568,1.247,0.3,1159261343.0,fcfe,,,3145899495.0,,,6134913758.0,29892689000.0,3633000.0,eps_dcf,0.08,0.08,15.0,58.95523491704377,77.48692382812501,58.51834163141745,41.73422586284145,702.1120500952031,upside>300%
APCO,Consumer Defensive,2.5999999046325684,0.09000000000000001,-0.3,54508860.0,fcfe,,,600000000.0,,,97227358.0,-118407258.0,3563947.0,eps_dcf,0.08,0.08,15.0,0.31880977200621863,0.4186137635030863,0.3012461264906796,0.2716967170559681,-87.73808524230415,
APCS,Industrials,1.440000057220459,-0.40340000000000004,0.3,211831126.0,fcfe,,,659999862.0,,,-354644368.0,472042540.0,7096169.0,eps_dcf,0.08,0.08,15.0,,,,,,eps<=0_block|no_intrinsic
APO,Consumer Defensive,2.0399999618530273,0.4851,0.3,129938365.0,fcfe,,,340000000.0,,,201303326.0,-62387662.0,,eps_dcf,0.1,0.09120000000000002,15.0,21.29291731459549,28.8552260134255,20.89175526261867,14.934094771695925,943.7704761158002,upside>300%
APP,Technology,2.559999942779541,0.4,0.08416578473393965,160191341.0,fcfe,,,280000000.0,,,149643239.0,-246611000.0,1134000.0,eps_dcf,0.1,0.09340000000000001,15.0,7.662713348941587,10.550560834531304,7.495684029558353,5.275953821501573,199.3247468834602,
APURE,Consumer Defensive,2.0399999618530273,-0.24789999999999998,0.3,90545144.0,fcfe,,,929688395.0,,,-192140634.0,7510000.0,16430000.0,eps_dcf,0.1,0.09120000000000002,15.0,,,,,,eps<=0_block|no_intrinsic
AQUA,Communication Services,0.10000000149011612,-0.09230000000000001,-0.3,157987936.0,fcfe,,,5712457187.0,,,-554656436.0,1846573869.0,923398971.0,eps_dcf,0.08,0.08,15.0,,,,,,eps<=0_block|no_intrinsic
ARIN,Real Estate,0.49000000953674316,-0.07,-0.20438004877305227,-3669000.0,fcfe,,,600000000.0,,,-13779000.0,401280000.0,,eps_dcf,0.1,0.08460000000000001,15.0,,,,,,eps<=0_block|no_intrinsic
ARIP,Industrials,0.44999998807907104,0.022208000000000002,-0.3,33438364.0,fcfe,,,466000000.0,,,23477383.0,-72150000.0,,eps_dcf,0.1,0.08900000000000001,15.0,0.07426137655165418,0.09966073677445508,0.06957204026053856,0.06293002520220019,-83.49747144024246,
ARROW,Industrials,5.800000190734863,0.61,-0.0253955292543665,33294912.360000014,fcfe,,,256896904.0,,,225782643.77,-24139789.090000004,-26410140.48,eps_dcf,0.08,0.08,15.0,7.839780329997205,10.581249962842868,7.740833956836632,5.3951498166332605,35.1686219341986,
AS,Communication Services,2.299999952316284,0.29,0.05515964877083612,141644523.0,fcfe,,,499246766.0,,,258229287.0,-273882000.0,-19025000.0,eps_dcf,0.08,0.08,15.0,5.284087376245959,7.086172149749452,5.225196277807131,3.65867589805895,129.7429341650403,
ASAP,Industrials,2.200000047683716,0.1232,-0.3,2471540671.0,fcfe,,,725999972.0,,,1120821285.0,5904541000.0,119328000.0,eps_dcf,0.1,0.08900000000000001,15.0,0.41196873159058883,0.5528729633741385,0.38595440202171966,0.3491074885136466,-81.27414896993604,
ASEFA,Industrials,5.949999809265137,0.5,-0.3,271463005.0,fcfe,,,516859100.0,,,492198605.0,832450259.0,32092449.0,eps_dcf,0.1,0.08900000000000001,15.0,1.6719510210657011,2.243802611096341,1.5663733848284074,1.4168323397469422,-71.89998193844987,
ASIA,Consumer Cyclical,5.349999904632568,0.05,-0.3,282287707.0,fcfe,,,320000000.0,,,432808826.0,2190633611.0,148203560.0,eps_dcf,0.08,0.08,15.0,0.1771165400034548,0.2325632019461591,0.16735895916148869,0.15094262058664892,-96.6894104082116,
ASIAN,Consumer Defensive,7.050000190734863,0.814084,0.3,828431300.0,fcfe,,,811544559.0,,,1303289704.0,-790128000.0,1496475000.0,eps_dcf,0.08,0.08,15.0,38.487981926388656,50.586098554687496,38.20276313445939,27.245521673877644,445.9288068810226,upside>300%
ASIMAR,Industrials,1.340000033378601,0.16,0.2045186933427947,142822446.0,fcfe,,,258291087.0,,,118768549.0,124588507.0,1946000.0,eps_dcf,0.1,0.08900000000000001,15.0,4.93663431950068,6.737064203661991,4.837535576673571,3.433500663820695,268.40553705463174,
ASK,Financial Services,10.300000190734863,0.912144,-0.3,9817665366.0,fcfe,,,703791280.0,,,1743675904.0,45784712000.0,,eps_dcf,0.08,0.08,15.0,3.231115785298225,4.242622585519545,3.0531094089079387,2.753628114247766,-68.62994441296512,
ASN,Financial Services,0.7200000286102295,-0.01,-0.3,51487957.0,fcfe,,,187199953.0,,,28987462.0,138258000.0,,eps_dcf,0.08,0.08,15.0,,,,,,eps<=0_block|no_intrinsic
ASP,Financial Services,2.140000104904175,0.128,-0.3,2621126086.0,fcfe,,,2031936744.0,,,445221744.0,379273000.0,,eps_dcf,0.08,0.08,15.0,0.4534183424088444,0.5953617969821674,0.42843893545341105,0.3864131087018213,-78.8122280288791,
ASTR,Financial Services,4.840000152587891,0.072,-0.3,10037097.0,fcfe,,,1621933140.0,,,-41208645.0,-212622000.0,6634000.0,eps_dcf,0.1,0.09120000000000002,15.0,0.24076094703346096,0.32310757599787304,0.22555776741529066,0.20402385692355965,-95.02560042472872,
ASW,Real Estate,6.800000190734863,1.019933,0.3,-2846930508.0,fcfe,,,899744550.0,,,2169719759.0,16169944444.0,927816065.0,eps_dcf,0.08,0.08,15.0,48.22003978720545,63.37728202148437,47.86270066973256,34.13481490534521,609.1182122745558,upside>300%
ATLAS,Energy,1.7999999523162842,0.09,0.0,,fcfe,,,1418420000.0,,,,4013391921.0,0.0,eps_dcf,0.1,0.08679999999999999,15.0,1.2072887340352176,1.671945041852149,1.1794145953766195,0.8262548421940807,-32.92840188791956,
ATP30,Industrials,0.8799999952316284,0.075,0.3,185181238.0,fcfe,,,682310058.0,,,186573507.0,505075000.0,,eps_dcf,0.1,0.08900000000000001,15.0,3.2920404011433964,4.461228511661333,3.230017820441971,2.308920032729735,274.0955021570068,
AU,Consumer Cyclical,4.800000190734863,0.27,0.3,290098518.0,fcfe,,,815623561.0,,,445770008.0,-1509000.0,0.0,eps_dcf,0.08,0.08,15.0,12.764966662070423,16.77744140625,12.670370682023027,9.036279858033033,165.9367948924217,
AUCT,Consumer Cyclical,4.139999866485596,0.32999999999999996,0.3,168677392.0,fcfe,,,550000000.0,,,433068744.0,824682788.0,,eps_dcf,0.08,0.08,15.0,15.601625920308292,20.505761718749994,15.486008611361473,11.04434204870704,276.85087979368353,
AURA,Consumer Cyclical,14.199999809265137,1.29,-0.3,-3892174000.0,fcfe,,,1335840000.0,,,3449143000.0,12929049000.0,,eps_dcf,0.08,0.08,15.0,4.569606732089134,6.0001306102109035,4.317861146366408,3.8943196111355416,-67.81967046853352,
AWC,Consumer Cyclical,2.5999999046325684,0.2031,-0.15653633777006204,1719288223.0,fcfe,,,32026544400.0,,,11977132705.0,89554853000.0,0.0,eps_dcf,0.08,0.08,15.0,1.4205364136582554,1.933747682684579,1.398955748357239,0.9720671405349817,-45.3639820860299,
AXTRART,Real Estate,12.899999618530273,0.8622270000000001,-0.3,,fcfe,,,2337282928.0,,,2738293414.0,2758629000.0,,eps_dcf,0.08,0.08,15.0,3.0542932587511773,4.010445438488619,2.886028265618658,2.6029360584112906,-76.3233073715458,
AYUD,Financial Services,40.0,7.950000000000001,-0.3,,fcfe,,,389266931.0,,,,-2613750000.0,,eps_dcf,0.08,0.08,15.0,28.161529860549315,36.977549109439295,26.610074506676703,23.99987667327718,-29.596175348626712,
B,Industrials,0.029999999329447746,0.0,0.0,-29983670.82,fcfe,,,8074009105.0,,,-487833584.74,1649375000.0,633177000.0,eps_dcf,0.08,0.08,15.0,,,,,,eps<=0_block|no_intrinsic
B-WORK,Unknown,6.099999904632568,0.362896,0.3,,fcfe,,,368800000.0,,,297024242.0,571585000.0,,eps_dcf,0.1,0.09120000000000002,15.0,15.92891057884445,21.586159759571345,15.628807292894793,11.17197125596653,161.12968570290366,
B52,Real Estate,0.23000000417232513,-0.055999999999999994,-0.3,,fcfe,,,1006280196.0,,,-47378436.0,-24022928.0,1124263.0,eps_dcf,0.08,0.08,15.0,,,,,,eps<=0_block|no_intrinsic
BA,Industrials,17.700000762939453,2.5,-0.3,4892630507.0,fcfe,,,2074300000.0,,,8070891871.0,14833658000.0,56276000.0,eps_dcf,0.08,0.08,15.0,8.85582700017274,11.628160097307951,8.367947958074433,7.547131029332445,-49.96708125168439,
BAFS,Industrials,9.649999618530273,0.54,-0.3,749373801.0,fcfe,,,637496153.0,,,1800513321.0,12417246000.0,1021097000.0,eps_dcf,0.08,0.08,15.0,1.9128586320373122,2.5116825810185186,1.8074767589440777,1.6301803023358081,-80.17762997250101,
BAM,Financial Services,6.650000095367432,0.6000000000000001,-0.02996041354672907,7933346000.0,fcfe,,,3232042300.0,,,4805518000.0,84764229000.0,,eps_dcf,0.1,0.09120000000000002,15.0,7.056077179676561,9.790164235197786,6.8898699090988105,4.82061193588859,6.106422232866033,
BANPU,Energy,5.400000095367432,0.0,0.0,-197829000.0,fcfe,,,10018902730.0,,,1196911000.0,5662423000.0,1491194000.0,eps_dcf,0.08,0.08,15.0,,,,,,eps<=0_block|no_intrinsic
BAREIT,Real Estate,11.0,0.860653,-0.088831510398516,,fcfe,,,1033000000.0,,,1103062057.0,3884935000.0,,eps_dcf,0.08,0.08,15.0,8.292478633943333,11.243500468566404,8.177623888555367,5.686021035484155,-24.61383060051516,
BAY,Financial Services,38.25,4.51,-0.14618110294304487,68405870000.0,fcfe,,,7355761773.0,,,,312511188000.0,26415757000.0,eps_dcf,0.08,0.08,15.0,33.15605457927576,45.11077482491103,32.65914797829455,22.69205413658414,-13.317504367906508,
BBGI,Basic Materials,3.940000057220459,0.3,-0.3,914573408.0,fcfe,,,1446000000.0,,,1002935935.0,1522540000.0,54297000.0,eps_dcf,0.08,0.08,15.0,1.062699240020729,1.3953792116769543,1.004153754968932,0.9056557235198934,-73.02793846225403,
BBIK,Industrials,19.200000762939453,1.4699999999999998,0.1088959988282372,220200839.0,fcfe,,,200015474.0,,,408885969.0,-639993678.0,11121522.0,eps_dcf,0.08,0.08,15.0,33.46559000555243,44.67901032265616,33.12336014901311,23.27885925806666,74.29994101952818,
BBL,Financial Services,176.0,25.79,0.06007684866644314,187840990000.0,fcfe,,,1908842894.0,,,,592712736000.0,1878954000.0,eps_dcf,0.08,0.08,15.0,479.75276058586724,643.1072071290689,474.44735433740027,332.3145327880666,172.58679578742456,
BC,Real Estate,0.5799999833106995,-0.11869999999999999,0.3,-320856902.0,fcfe,,,581590838.0,,,-57808995.0,2318693000.0,385871000.0,eps_dcf,0.1,0.08460000000000001,15.0,,,,,,eps<=0_block|no_intrinsic
BCH,Healthcare,9.350000381469727,0.54,0.3,1048672842.0,fcfe,,,2493747984.0,,,2873476924.0,-607391000.0,1039767000.0,eps_dcf,0.08,0.08,15.0,25.529933324140845,33.5548828125,25.340741364046053,18.072559716066067,173.0474040914188,
BCP,Energy,33.25,-1.1300000000000001,-0.3,12041071170.0,fcfe,,,1462972247.0,,,27931046385.0,105270886798.0,17204929176.0,eps_dcf,0.08,0.08,15.0,,,,,,eps<=0_block|no_intrinsic
